longitude,count
-118.1762898,6
-118.1828197,6
-118.1792572,6
-118.1676536,6
-118.1789179,6
-118.1600543,5
-118.0986828,5
-118.0955774,5
-118.1532769,5
-118.1534337,5
-118.0689887,5
-118.1802722,5
-118.071444,5
-118.1850377,5
-118.1058921,5
-118.0755284,5
-118.1551363,5
-118.1774305,5
-118.1787632,5
-118.1397564,5
-118.1828784,5
-118.179623,5
-118.1934693,5
-118.174144,5
-118.2023278,5
-118.1817472,5
-118.1301572,5
-118.1026865,5
-118.187721,5
-118.153388,5
-118.1129308,5
-118.1598328,5
-118.2011011,5
-118.1923913,5
-118.1779927,5
-118.1993847,5
-118.0932967,5
-118.0931959,5
-118.1811368,5
-118.1777972,5
-118.1828401,5
-118.1874172,5
-118.1921579,5
-118.146644,5
-118.0836467,5
-118.1937341,5
-118.1921762,5
-118.1935153,5
-118.1920452,5
-118.1763284,5
-118.1763444,5
-118.0715112,5
-118.2008129,5
-118.1925682,5
-118.2026829,5
-118.1935283,5
-118.1950674,5
-118.1576488,5
-118.2153729,5
-118.2032039,5
-118.1869808,5
-118.1934016,5
-118.1652833,5
-118.0969696,5
-118.2005567,5
-118.1232414,5
-118.2119773,5
-118.1763334,5
-118.1608847,5
-118.176355,5
-118.1802724,5
-118.0536379,5
-118.0678696,5
-118.1203938,5
-118.2078066,5
-118.1664362,5
-118.0668947,5
-118.0694689,5
-118.070684,5
-118.2154072,5
-118.0961742,5
-118.1952894,5
-118.1952773,5
-118.1709243,5
-118.2090865,5
-118.2089539,5
-118.1750988,5
-118.1914042,5
-118.123221,5
-118.1569989,5
-118.16674,5
-118.2013181,5
-118.1393563,5
-118.1546999,5
-118.1792028,5
-118.1801218,5
-118.177333,5
-118.1792011,5
-118.2089556,5
-118.0543363,5
-118.0535181,5
-118.208938,5
-118.0491996,5
-118.0519486,5
-118.137419,5
-118.0842231,5
-118.0809709,5
-118.1861239,5
-118.0808826,5
-118.0993129,5
-118.087104,5
-118.1157459,5
-118.1566166,5
-118.1567543,5
-118.1725081,5
-118.1717303,5
-118.1931069,5
-118.1741751,5
-118.2107463,5
-118.2094022,5
-118.1923905,5
-118.1685054,5
-118.167283,5
-118.2142928,5
-118.1633038,5
-118.1935525,5
-118.1955214,5
-118.2028944,5
-118.171793,5
-118.1369873,5
-118.1804574,5
-118.1404846,5
-118.172797,5
-118.2116939,5
-118.1587244,5
-118.1598955,5
-118.0616664,5
-118.19015,5
-118.1372048,5
-118.1733483,5
-118.1740571,5
-118.1950912,5
-118.2009197,5
-118.2108607,5
-118.0680316,5
-118.1227661,5
-118.1951753,5
-118.1730788,5
-118.1954352,5
-118.1803724,5
-118.1948639,5
-118.1417025,5
-118.2125482,5
-118.1908772,5
-118.1489038,5
-118.1630754,5
-118.159488,5
-118.172502,5
-118.1980721,5
-118.1649357,5
-118.1824019,5
-118.1896888,5
-118.1513633,5
-118.1938246,5
-118.1720014,5
-118.1500969,5
-118.1732018,5
-118.0891438,5
-118.0465163,5
-118.161914,5
-118.182423,5
-118.0601449,5
-118.1695053,5
-118.1715393,5
-118.10327,5
-118.1978768,5
-118.1138571,5
-118.1888506,5
-118.0639367,5
-118.1046106,5
-118.189652,5
-118.1787312,5
-118.1907917,5
-118.1654891,5
-118.1709025,5
-118.0659154,5
-118.1213323,5
-118.0663165,5
-118.0991125,5
-118.168468,5
-118.1109545,5
-118.1184733,5
-118.1225118,5
-118.1224185,5
-118.2151873,5
-118.2161996,5
-118.1623144,5
-118.16983,5
-118.2155407,5
-118.1600279,5
-118.0721652,5
-118.16738,5
-118.0637991,5
-118.2014405,5
-118.1236696,5
-118.0994168,5
-118.0740833,5
-118.0394897,5
-118.1229431,5
-118.1896689,5
-118.1772727,5
-118.1978657,5
-118.1698383,5
-118.1181705,5
-118.2080757,5
-118.2165235,5
-118.2021912,5
-118.1286453,5
-118.1577365,5
-118.1577822,5
-118.1589406,5
-118.2154148,5
-118.2104994,5
-118.1869061,5
-118.1916277,5
-118.1290978,5
-118.0454791,5
-118.0535243,5
-118.045738,5
-118.1586901,5
-118.1714093,5
-118.0955133,5
-118.2070433,5
-118.2711365,5
-118.2136494,5
-118.1599446,5
-118.1284976,5
-118.1695264,5
-118.1686631,5
-118.1685627,5
-118.184824,5
-118.2176412,5
-118.2118167,5
-118.1329,5
-118.1600949,5
-118.2205206,5
-118.2108696,5
-118.1898373,5
-118.2155267,5
-118.1568031,5
-118.1633163,5
-118.1717551,5
-118.1949353,5
-118.1747396,5
-118.1844445,5
-118.1351294,5
-118.1776987,5
-118.1335272,5
-118.067556,5
-118.1950692,5
-118.0820137,5
-118.1586926,5
-118.176353,5
-118.1676387,5
-118.1720088,5
-118.1512187,5
-118.1047821,5
-118.101409,5
-118.0588552,5
-118.0682701,5
-118.0981187,5
-118.1733662,5
-118.2034725,5
-118.1935684,5
-118.1426642,5
-118.1502588,5
-118.1836987,5
-118.1910775,5
-118.1806724,5
-118.0991913,5
-118.0971942,5
-118.0955236,5
-118.1911031,5
-118.1921908,5
-118.1912234,5
-118.1917285,5
-118.191649,5
-118.1989388,5
-118.1869332,5
-118.1103241,5
-118.132015,5
-118.1920029,5
-118.199392,5
-118.170208,5
-118.1911444,5
-118.1713735,5
-118.1980474,5
-118.1397393,5
-118.1848786,5
-118.1980664,5
-118.1585302,5
-118.2047757,5
-118.1866864,5
-118.1882325,5
-118.1930145,5
-118.2089565,5
-118.1161887,5
-118.1963626,5
-118.1944641,5
-118.2190055,5
-118.0953476,5
-118.1676684,5
-118.1248359,5
-118.1666286,5
-118.09928,5
-118.1772338,5
-118.188402,5
-118.188191,5
-118.1655775,5
-118.192569,5
-118.1614715,5
-118.1669429,5
-118.1876813,5
-118.1335543,5
-118.1897457,5
-118.1607597,5
-118.1861908,5
-118.081939,5
-118.2192475,5
-118.2189645,5
-118.1675213,5
-118.2006219,5
-118.1741627,5
-118.2006257,5
-118.171749,5
-118.138968,5
-118.1785193,5
-118.166569,5
-118.1730196,5
-118.1801515,5
-118.1889231,5
-118.1805191,5
-118.1836447,5
-118.1716406,5
-118.1912196,5
-118.1979356,5
-118.2200414,5
-118.1892612,5
-118.1749006,5
-118.1068383,5
-118.1774033,5
-118.1847212,5
-118.1707826,5
-118.1683511,5
-118.1735131,5
-118.1681971,5
-118.1289563,5
-118.1654092,5
-118.1664264,5
-118.1424628,5
-118.1655381,5
-118.2068677,5
-118.1908653,5
-118.2040265,5
-118.1719751,5
-118.1708755,5
-118.1078446,5
-118.1193809,5
-118.130545,5
-118.176301,5
-118.1422832,5
-118.1449863,5
-118.211958,5
-118.1999694,5
-118.2024053,5
-118.1179199,5
-118.2212669,5
-118.1801811,5
-118.2021047,5
-118.1896314,5
-118.0574508,5
-118.1873634,5
-118.1458962,5
-118.1879461,5
-118.1008265,5
-118.2080766,5
-118.061935,5
-118.1524066,5
-118.1806539,5
-118.0718132,5
-118.1795936,5
-118.1631237,5
-118.192682,5
-118.1658089,5
-118.075595,5
-118.2089294,5
-118.048769,5
-118.1010567,5
-118.1876882,5
-118.1768351,5
-118.1960785,5
-118.1876247,5
-118.1455844,5
-118.1831877,5
-118.1985883,5
-118.1882305,5
-118.1611421,5
-118.2006049,5
-118.21384,5
-118.1543845,5
-118.1292504,5
-118.211977,5
-118.1794801,5
-118.1850154,5
-118.1179623,5
-118.2008922,5
-118.1893498,5
-118.1070514,5
-118.1732703,5
-118.150841,5
-118.204212,5
-118.2121162,5
-118.1644764,5
-118.1665821,5
-118.1698386,5
-118.1377105,5
-118.1951384,5
-118.2086909,5
-118.100221,5
-118.2024109,5
-118.2227375,5
-118.1627809,5
-118.1656727,5
-118.0636901,5
-118.1880385,5
-118.185062,5
-118.054395,5
-118.1108161,5
-118.2008711,5
-118.1096356,5
-118.1247489,5
-118.1035084,5
-118.1838961,5
-118.1675437,5
-118.176302,5
-118.1076899,5
-118.0992076,5
-118.1647715,5
-118.1491639,5
-118.1769714,5
-118.1705601,5
-118.1950823,5
-118.1228614,5
-118.1824218,5
-118.0589645,5
-118.1533504,5
-118.1534725,5
-118.1641752,5
-118.1263483,5
-118.101915,4
-118.1818686,4
-118.182826,4
-118.1948583,4
-118.0664763,4
-118.0712981,4
-118.2010559,4
-118.1413777,4
-118.1803665,4
-118.166504,4
-118.1510219,4
-118.1304351,4
-118.1810547,4
-118.106347,4
-118.1480931,4
-118.1896483,4
-118.1950698,4
-118.1795552,4
-118.1907678,4
-118.1535206,4
-118.1892485,4
-118.157838,4
-118.2006198,4
-118.2216181,4
-118.1945266,4
-118.1879927,4
-118.1827006,4
-118.1709259,4
-118.1652922,4
-118.1652824,4
-118.1810565,4
-118.1817508,4
-118.180078,4
-118.0935552,4
-118.1805827,4
-118.1804456,4
-118.1526651,4
-118.181333,4
-118.094258,4
-118.198098,4
-118.2218441,4
-118.1879474,4
-118.1836872,4
-118.0711949,4
-118.2132792,4
-118.200569,4
-118.1836918,4
-118.1312544,4
-118.0752538,4
-118.1633018,4
-118.1792065,4
-118.1524712,4
-118.178429,4
-118.1392609,4
-118.1599652,4
-118.1793452,4
-118.2330279,4
-118.1958981,4
-118.078276,4
-118.2030209,4
-118.195211,4
-118.1162946,4
-118.1599543,4
-118.133993,4
-118.0970819,4
-118.0971339,4
-118.048743,4
-118.049577,4
-118.1990316,4
-118.1426191,4
-118.1805135,4
-118.1663763,4
-118.1784176,4
-118.1115208,4
-118.2008503,4
-118.1589193,4
-118.1185333,4
-118.2252426,4
-118.203246,4
-118.1832501,4
-118.0526759,4
-118.0949572,4
-118.0953051,4
-118.0694451,4
-118.1924121,4
-118.2032493,4
-118.1529994,4
-118.1730069,4
-118.2291173,4
-118.1773402,4
-118.1936646,4
-118.1937215,4
-118.2105027,4
-118.1338904,4
-118.1923408,4
-118.1907888,4
-118.1697704,4
-118.07096,4
-118.2031122,4
-118.2018643,4
-118.2028381,4
-118.1419292,4
-118.0930873,4
-118.0821275,4
-118.0771891,4
-118.1890617,4
-118.1717795,4
-118.1622283,4
-118.1589427,4
-118.1836993,4
-118.1553909,4
-118.1761838,4
-118.1935185,4
-118.2019785,4
-118.1920637,4
-118.1545825,4
-118.1548278,4
-118.1545998,4
-118.1817676,4
-118.1376545,4
-118.1967573,4
-118.1521263,4
-118.1889838,4
-118.1925207,4
-118.2100175,4
-118.2155406,4
-118.1809574,4
-118.1996903,4
-118.1378276,4
-118.1771581,4
-118.1772632,4
-118.1032982,4
-118.1826904,4
-118.1937269,4
-118.215405,4
-118.1779488,4
-118.1993811,4
-118.192616,4
-118.143563,4
-118.1080844,4
-118.2036377,4
-118.1424366,4
-118.2159752,4
-118.1706194,4
-118.0719813,4
-118.2020155,4
-118.2025528,4
-118.2076944,4
-118.1761496,4
-118.100791,4
-118.1978639,4
-118.1189883,4
-118.2041055,4
-118.1740263,4
-118.1953991,4
-118.0485686,4
-118.1587241,4
-118.1662134,4
-118.2080016,4
-118.2080467,4
-118.1772804,4
-118.1772428,4
-118.0914178,4
-118.1772648,4
-118.1741427,4
-118.1780015,4
-118.1481131,4
-118.1340988,4
-118.1937427,4
-118.2155331,4
-118.1748028,4
-118.1075958,4
-118.0999599,4
-118.0717707,4
-118.0769086,4
-118.1666584,4
-118.1149119,4
-118.0663731,4
-118.2039496,4
-118.1971016,4
-118.1447482,4
-118.1709509,4
-118.2111049,4
-118.1780148,4
-118.1734743,4
-118.0572371,4
-118.1426381,4
-118.1752478,4
-118.0769081,4
-118.1679176,4
-118.1148167,4
-118.1058965,4
-118.1958567,4
-118.2024286,4
-118.1665772,4
-118.1096495,4
-118.1564302,4
-118.1529638,4
-118.2002374,4
-118.1170021,4
-118.1751914,4
-118.1750984,4
-118.1755818,4
-118.1389029,4
-118.1254511,4
-118.1137923,4
-118.1882763,4
-118.1918478,4
-118.1088354,4
-118.1502362,4
-118.1889262,4
-118.1755093,4
-118.1879393,4
-118.198079,4
-118.0635758,4
-118.057257,4
-118.188089,4
-118.2032095,4
-118.159405,4
-118.1761908,4
-118.1861061,4
-118.1698405,4
-118.1094257,4
-118.1019077,4
-118.08315,4
-118.052503,4
-118.1479242,4
-118.0552544,4
-118.0483858,4
-118.0925199,4
-118.1815747,4
-118.1977517,4
-118.1893382,4
-118.1889688,4
-118.1458001,4
-118.1960988,4
-118.1807871,4
-118.1893119,4
-118.0421035,4
-118.0507021,4
-118.0502117,4
-118.2076379,4
-118.0718232,4
-118.1512594,4
-118.1567713,4
-118.1815752,4
-118.1706158,4
-118.1381891,4
-118.1013863,4
-118.1917484,4
-118.1846313,4
-118.1567785,4
-118.1696421,4
-118.1084971,4
-118.1097543,4
-118.1116073,4
-118.1125788,4
-118.1545568,4
-118.1950828,4
-118.2134117,4
-118.1751677,4
-118.1961768,4
-118.1782853,4
-118.168974,4
-118.0991029,4
-118.20015,4
-118.155567,4
-118.0905686,4
-118.218475,4
-118.2234952,4
-118.196953,4
-118.1746409,4
-118.1751665,4
-118.2111118,4
-118.0709716,4
-118.0700882,4
-118.1838335,4
-118.1789931,4
-118.1687783,4
-118.2136101,4
-118.2023126,4
-118.1398204,4
-118.1379273,4
-118.1246651,4
-118.062975,4
-118.0637662,4
-118.1524112,4
-118.2111361,4
-118.1136063,4
-118.1138627,4
-118.1742997,4
-118.1725058,4
-118.2157178,4
-118.1752462,4
-118.1565975,4
-118.134692,4
-118.1246931,4
-118.0996396,4
-118.2029881,4
-118.1596527,4
-118.1894771,4
-118.1911271,4
-118.1959057,4
-118.106187,4
-118.1480209,4
-118.1221172,4
-118.1415612,4
-118.1072648,4
-118.1137931,4
-118.1457084,4
-118.1847999,4
-118.1710419,4
-118.1763596,4
-118.1790182,4
-118.1811492,4
-118.14478,4
-118.1680713,4
-118.1792695,4
-118.1682313,4
-118.1730413,4
-118.1735097,4
-118.1753997,4
-118.1586802,4
-118.196367,4
-118.1980393,4
-118.1761039,4
-118.0928165,4
-118.1959871,4
-118.0613704,4
-118.1860811,4
-118.1923888,4
-118.1934987,4
-118.1567699,4
-118.1556802,4
-118.1976677,4
-118.1006955,4
-118.1861294,4
-118.0948791,4
-118.19174,4
-118.2009188,4
-118.2031453,4
-118.152621,4
-118.2030323,4
-118.211684,4
-118.2074535,4
-118.1126864,4
-118.164391,4
-118.2109825,4
-118.1828538,4
-118.1860078,4
-118.1850549,4
-118.1589477,4
-118.1866495,4
-118.1866969,4
-118.1730773,4
-118.1993871,4
-118.1997205,4
-118.1761732,4
-118.2086981,4
-118.129599,4
-118.1898684,4
-118.1993834,4
-118.2196278,4
-118.210872,4
-118.1287031,4
-118.1417775,4
-118.2031861,4
-118.1719602,4
-118.1850322,4
-118.2012839,4
-118.1902484,4
-118.189925,4
-118.0580864,4
-118.133837,4
-118.1407947,4
-118.167124,4
-118.0991245,4
-118.2149442,4
-118.1567774,4
-118.1908882,4
-118.1897493,4
-118.1495589,4
-118.1785314,4
-118.1923921,4
-118.1521165,4
-118.1986291,4
-118.0986447,4
-118.1892602,4
-118.1186143,4
-118.1800799,4
-118.1762889,4
-118.1871935,4
-118.1410625,4
-118.1504683,4
-118.1214553,4
-118.1829652,4
-118.1630323,4
-118.1075354,4
-118.1999683,4
-118.1709212,4
-118.1709223,4
-118.1642412,4
-118.1946924,4
-118.1715335,4
-118.2008731,4
-118.0948085,4
-118.2174036,4
-118.1686579,4
-118.1126565,4
-118.2097783,4
-118.1785023,4
-118.1763211,4
-118.1978598,4
-118.1753771,4
-118.1910897,4
-118.1695313,4
-118.0796066,4
-118.1715221,4
-118.12622,4
-118.1615112,4
-118.1227203,4
-118.1807901,4
-118.1847271,4
-118.049696,4
-118.1817194,4
-118.1674568,4
-118.1113872,4
-118.0692551,4
-118.1714054,4
-118.1575652,4
-118.0394966,4
-118.0956227,4
-118.20011,4
-118.2166456,4
-118.1306532,4
-118.1652338,4
-118.1938617,4
-118.1679453,4
-118.1931817,4
-118.1460771,4
-118.1598718,4
-118.1760178,4
-118.1512987,4
-118.1686715,4
-118.1697967,4
-118.100149,4
-118.1969617,4
-118.1704684,4
-118.1304136,4
-118.1425101,4
-118.194247,4
-118.1950995,4
-118.1992713,4
-118.2223611,4
-118.1999226,4
-118.211974,4
-118.1794086,4
-118.1837611,4
-118.2166451,4
-118.1763329,4
-118.1870391,4
-118.0925458,4
-118.1908996,4
-118.1424774,4
-118.1708438,4
-118.1577882,4
-118.2096953,4
-118.1035796,4
-118.1425989,4
-118.1879531,4
-118.167396,4
-118.1132555,4
-118.1633017,4
-118.2211111,4
-118.1964057,4
-118.1690535,4
-118.1909998,4
-118.1588776,4
-118.1049605,4
-118.1677117,4
-118.0992063,4
-118.1703398,4
-118.1309079,4
-118.1588557,4
-118.1046667,4
-118.1857238,4
-118.1883192,4
-118.1524671,4
-118.1175397,4
-118.0922532,4
-118.1730711,4
-118.1665148,4
-118.1879355,4
-118.133043,4
-118.1061021,4
-118.0970425,4
-118.0636787,4
-118.0525379,4
-118.1898203,4
-118.1563819,4
-118.2188836,4
-118.139393,4
-118.1281286,4
-118.2017459,4
-118.2153992,4
-118.0950634,4
-118.1984396,4
-118.1685014,4
-118.1695337,4
-118.137864,4
-118.134212,4
-118.1959944,4
-118.2078508,4
-118.1695919,4
-118.1979028,4
-118.181593,4
-118.1587672,4
-118.158923,4
-118.0656839,4
-118.2179108,4
-118.1791928,4
-118.0987255,4
-118.15561,4
-118.1545558,4
-118.190911,4
-118.0678369,4
-118.1610755,4
-118.1967135,4
-118.0988196,4
-118.1337162,4
-118.1394758,4
-118.1320821,4
-118.1740871,4
-118.1678314,4
-118.155669,4
-118.160008,4
-118.1556406,4
-118.1910811,4
-118.1123822,4
-118.1426531,4
-118.2187357,4
-118.2011076,4
-118.185026,4
-118.1967236,4
-118.100246,4
-118.1056674,4
-118.1864575,4
-118.1978195,4
-118.1043432,4
-118.1445689,4
-118.1805378,4
-118.1537107,4
-118.144543,4
-118.1352856,4
-118.0738803,4
-118.0695469,4
-118.1760618,4
-118.0955468,4
-118.1024903,4
-118.2003476,4
-118.2005377,4
-118.186367,4
-118.1914125,4
-118.1980478,4
-118.1798748,4
-118.1337931,4
-118.1714192,4
-118.1733306,4
-118.1924004,4
-118.2143731,4
-118.1652089,4
-118.1676748,4
-118.1589448,4
-118.1191117,4
-118.2122245,4
-118.1877494,4
-118.19516,4
-118.1869123,4
-118.1874973,4
-118.1981775,4
-118.1867082,4
-118.1794718,4
-118.1706651,4
-118.1249597,4
-118.1274317,4
-118.17697,4
-118.1598939,4
-118.1727339,4
-118.1682147,4
-118.1674022,4
-118.1330448,4
-118.186694,4
-118.1513438,4
-118.1413711,4
-118.221578,4
-118.1372868,4
-118.104098,4
-118.0628378,4
-118.1614551,4
-118.1719867,4
-118.1836856,4
-118.1810595,4
-118.0707418,4
-118.0747738,4
-118.1547671,4
-118.1263884,4
-118.1694996,4
-118.1714195,4
-118.1533483,4
-118.1456576,4
-118.0990796,4
-118.1933963,3
-118.1980414,3
-118.2005533,3
-118.1644071,3
-118.0740924,3
-118.1922396,3
-118.1784107,3
-118.1864131,3
-118.1791958,3
-118.152933,3
-118.1162977,3
-118.2119722,3
-118.1163239,3
-118.1027728,3
-118.0631294,3
-118.1976524,3
-118.1010609,3
-118.2017449,3
-118.1673434,3
-118.1969661,3
-118.191334,3
-118.156559,3
-118.2056233,3
-118.1869776,3
-118.1869791,3
-118.1877434,3
-118.1863192,3
-118.17085,3
-118.1294805,3
-118.1659118,3
-118.1042279,3
-118.1033398,3
-118.1621,3
-118.2086816,3
-118.1760502,3
-118.1565,3
-118.1850415,3
-118.1010947,3
-118.1963835,3
-118.1673744,3
-118.2004221,3
-118.1980403,3
-118.1890358,3
-118.1572161,3
-118.1524347,3
-118.1339146,3
-118.1868297,3
-118.1909739,3
-118.1673772,3
-118.1676803,3
-118.1911441,3
-118.1909692,3
-118.19146,3
-118.1049483,3
-118.1904605,3
-118.1910132,3
-118.2088176,3
-118.1991974,3
-118.1564506,3
-118.1079342,3
-118.2041721,3
-118.2024047,3
-118.1907523,3
-118.098016,3
-118.1383162,3
-118.127888,3
-118.1680061,3
-118.1518177,3
-118.0878275,3
-118.0677435,3
-118.0603584,3
-118.2031809,3
-118.0955567,3
-118.1849738,3
-118.1675242,3
-118.1969341,3
-118.1968671,3
-118.2183645,3
-118.1597836,3
-118.1660095,3
-118.1701562,3
-118.135664,3
-118.2079688,3
-118.1069613,3
-118.1532198,3
-118.1675976,3
-118.1516409,3
-118.1222557,3
-118.0434306,3
-118.1260528,3
-118.1246725,3
-118.1858818,3
-118.1871866,3
-118.1349224,3
-118.1181948,3
-118.1721488,3
-118.1620725,3
-118.1871915,3
-118.1502446,3
-118.1805198,3
-118.1676777,3
-118.2189337,3
-118.2189924,3
-118.1372541,3
-118.1975373,3
-118.1863533,3
-118.1752525,3
-118.222966,3
-118.0992731,3
-118.1779548,3
-118.0833934,3
-118.1345305,3
-118.1337177,3
-118.1337342,3
-118.1880633,3
-118.127346,3
-118.1681417,3
-118.0595838,3
-118.1711138,3
-118.1915275,3
-118.1339765,3
-118.1401062,3
-118.1898125,3
-118.1794917,3
-118.1051456,3
-118.1943125,3
-118.141544,3
-118.1982466,3
-118.1337997,3
-118.1848151,3
-118.1729499,3
-118.1321033,3
-118.1027859,3
-118.1480894,3
-118.1512535,3
-118.1876799,3
-118.2120227,3
-118.1589357,3
-118.1315775,3
-118.1334323,3
-118.0014328,3
-118.1686505,3
-118.1548697,3
-118.1606263,3
-118.1607626,3
-118.135192,3
-118.1857112,3
-118.1694318,3
-118.2132762,3
-118.1883267,3
-118.1883574,3
-118.1386203,3
-118.1922045,3
-118.1676582,3
-118.2098299,3
-118.1614302,3
-118.1876806,3
-118.1883654,3
-118.1872813,3
-118.0980639,3
-118.20715,3
-118.1328482,3
-118.1773568,3
-118.1435815,3
-118.0592868,3
-118.1732583,3
-118.0819496,3
-118.1706793,3
-118.0474831,3
-118.1621473,3
-118.2089409,3
-118.1999066,3
-118.130887,3
-118.1309876,3
-118.1292111,3
-118.0998009,3
-118.196669,3
-118.1026747,3
-118.1231717,3
-118.1011411,3
-118.1687498,3
-118.0909391,3
-118.1611943,3
-118.09467,3
-118.1037866,3
-118.0659632,3
-118.057033,3
-118.0610286,3
-118.1058858,3
-118.1586444,3
-118.1599654,3
-118.1688165,3
-118.1686586,3
-118.1881675,3
-118.12789,3
-118.1988879,3
-118.1674293,3
-118.1291344,3
-118.1298835,3
-118.1096745,3
-118.1965905,3
-118.1281134,3
-118.1578348,3
-118.1588365,3
-118.0914398,3
-118.0958289,3
-118.0462857,3
-118.1270197,3
-118.1518362,3
-118.2017738,3
-118.2033326,3
-118.1233317,3
-118.2199275,3
-118.2097605,3
-118.1466,3
-118.2166133,3
-118.1828698,3
-118.1705588,3
-118.1708745,3
-118.1698465,3
-118.1044161,3
-118.1893496,3
-118.1048813,3
-118.216604,3
-118.1303673,3
-118.1294348,3
-118.1587403,3
-118.1972765,3
-118.1273501,3
-118.1198667,3
-118.0966384,3
-118.149555,3
-118.1906597,3
-118.1813101,3
-118.1663688,3
-118.2152405,3
-118.1401318,3
-118.2003292,3
-118.218499,3
-118.1817596,3
-118.2141196,3
-118.0962776,3
-118.0648279,3
-118.1426265,3
-118.176341,3
-118.1690062,3
-118.1850347,3
-118.2201521,3
-118.220934,3
-118.2155384,3
-118.1676974,3
-118.1319368,3
-118.1890472,3
-118.1871059,3
-118.1692657,3
-118.119953,3
-118.1942242,3
-118.1859748,3
-118.2050965,3
-118.1577759,3
-118.1576617,3
-118.1711222,3
-118.1696624,3
-118.1884022,3
-118.1613982,3
-118.1705737,3
-118.1228688,3
-118.1229543,3
-118.183795,3
-118.1206449,3
-118.1084583,3
-118.0789118,3
-118.0979388,3
-118.0669856,3
-118.2155462,3
-118.0781883,3
-118.0566126,3
-118.0436288,3
-118.0557338,3
-118.0429967,3
-118.060612,3
-118.0986559,3
-118.2153924,3
-118.1893439,3
-118.1879347,3
-118.1753269,3
-118.2157238,3
-118.1713909,3
-118.1192374,3
-118.1837091,3
-118.2108996,3
-118.1623467,3
-118.2078548,3
-118.1801632,3
-118.1027734,3
-118.1035494,3
-118.148977,3
-118.1382457,3
-118.222311,3
-118.1650434,3
-118.1955956,3
-118.1685397,3
-118.1340388,3
-118.0988802,3
-118.0933547,3
-118.1586673,3
-118.0678454,3
-118.0666732,3
-118.2248181,3
-118.1714271,3
-118.1782195,3
-118.1219205,3
-118.1717253,3
-118.2036149,3
-118.1221156,3
-118.1187201,3
-118.1974459,3
-118.1011826,3
-118.0986428,3
-118.1123364,3
-118.1019982,3
-118.2163576,3
-118.0441845,3
-118.1512853,3
-118.1145101,3
-118.0693991,3
-118.1882457,3
-118.1632741,3
-118.1892731,3
-118.1652474,3
-118.2151837,3
-118.1490456,3
-118.0949808,3
-118.058668,3
-118.0675437,3
-118.1622096,3
-118.1686998,3
-118.0772794,3
-118.1740968,3
-118.1891562,3
-118.174049,3
-118.170906,3
-118.1741766,3
-118.1288405,3
-118.2075644,3
-118.1858097,3
-118.1360871,3
-118.203507,3
-118.2166114,3
-118.1271108,3
-118.2010431,3
-118.1720042,3
-118.1715487,3
-118.1856524,3
-118.19108,3
-118.0645728,3
-118.0721217,3
-118.1711771,3
-118.0369604,3
-118.119047,3
-118.1199353,3
-118.2042622,3
-118.1179772,3
-118.1903718,3
-118.1041185,3
-118.1719683,3
-118.1877109,3
-118.1818536,3
-118.2013397,3
-118.1693299,3
-118.0993868,3
-118.1734842,3
-118.2146793,3
-118.1511399,3
-118.1047095,3
-118.1545852,3
-118.1494341,3
-118.1967677,3
-118.0683936,3
-118.193259,3
-118.1167191,3
-118.1598746,3
-118.1937277,3
-118.0770984,3
-118.1543936,3
-118.10633,3
-118.074514,3
-118.0769508,3
-118.1143024,3
-117.856859,3
-118.2108759,3
-118.1028335,3
-118.1424619,3
-118.1425692,3
-118.1767643,3
-118.1414359,3
-118.1413817,3
-118.1950696,3
-118.0718409,3
-118.0463936,3
-118.0821719,3
-118.1849389,3
-118.1478074,3
-118.1923454,3
-118.1441104,3
-118.191319,3
-118.1262791,3
-118.1426278,3
-118.1719485,3
-118.1968061,3
-118.1199572,3
-118.149016,3
-118.1850388,3
-118.1828327,3
-118.1850422,3
-118.1863597,3
-118.2015206,3
-118.0800689,3
-118.1675115,3
-118.1950637,3
-118.1725921,3
-118.1725961,3
-118.1718459,3
-118.1994943,3
-118.1995493,3
-118.1812683,3
-118.1916076,3
-118.1405415,3
-118.152187,3
-118.1620268,3
-118.2213693,3
-73.9923596,3
-118.1664786,3
-118.1579817,3
-118.1637925,3
-118.187322,3
-118.1578541,3
-118.2006938,3
-118.1510496,3
-118.0721453,3
-118.0715578,3
-118.132643,3
-118.1019349,3
-118.1066701,3
-118.1844953,3
-118.1171533,3
-118.2123469,3
-118.1899309,3
-118.2122041,3
-118.1718249,3
-118.1730419,3
-118.1189419,3
-118.195165,3
-118.1807456,3
-118.1811311,3
-118.1805036,3
-118.177385,3
-118.1077474,3
-118.0803696,3
-118.1292351,3
-118.1163471,3
-118.1948483,3
-118.149124,3
-118.1826742,3
-118.1850464,3
-118.1744355,3
-118.1328762,3
-118.1076207,3
-118.1456475,3
-118.1026788,3
-118.1884661,3
-118.201302,3
-118.1879602,3
-118.1133009,3
-118.1983643,3
-118.0633138,3
-118.1437454,3
-118.1260424,3
-118.1936594,3
-118.1848844,3
-118.0720966,3
-118.2018831,3
-118.1643933,3
-118.1765316,3
-118.1674179,3
-118.190686,3
-118.2187792,3
-118.1810125,3
-118.185067,3
-118.1684794,3
-118.0913106,3
-118.1146109,3
-118.216243,3
-118.1898972,3
-118.1611181,3
-118.1739627,3
-118.1731482,3
-118.1727939,3
-118.1717492,3
-118.1891929,3
-118.125082,3
-118.0946588,3
-118.1446593,3
-118.1932404,3
-118.1567855,3
