longitude,count
-118.1969826,10
-118.1889261,10
-118.2189154,10
-118.1027122,10
-118.184425,10
-118.1690667,10
-118.1598117,10
-118.1698399,10
-118.1467345,10
-118.1947701,10
-118.193357,10
-118.1145185,10
-118.1875466,10
-118.0525177,10
-118.1902941,10
-118.0987516,10
-118.0548197,10
-118.1767666,10
-118.1936623,10
-118.1633264,10
-118.1632638,10
-118.1847312,10
-118.1546128,10
-118.1663003,10
-118.1879386,10
-118.1186543,10
-118.1199943,10
-118.0459199,10
-118.102303,10
-118.2135904,10
-118.1939022,10
-118.1828574,10
-118.1892675,10
-118.1847412,10
-118.2026551,10
-118.1954039,10
-118.1922024,10
-118.2098294,10
-118.1513636,10
-118.1998678,10
-118.1014815,10
-118.1674748,10
-118.1905437,10
-118.1839301,10
-118.0744627,10
-118.1993892,10
-118.1066806,10
-118.1448032,10
-118.1805015,10
-118.207088,10
-118.1758938,10
-118.1078217,10
-118.1990145,10
-118.185013,10
-118.0761684,10
-118.1956642,10
-118.2089455,10
-118.0827361,10
-118.1848713,10
-118.176288,10
-118.1545846,10
-118.1244893,10
-118.1739037,10
-118.1773503,10
-118.1803622,10
-118.153327,10
-118.1791374,10
-118.1669859,10
-118.193705,10
-118.1994671,10
-118.1897576,10
-118.1192023,10
-118.1847986,10
-118.1943613,10
-118.1866914,10
-118.1298234,10
-118.1888431,10
-118.1716706,10
-118.16742,10
-118.1600653,10
-118.0634677,10
-118.1897538,10
-118.1961892,10
-118.1882952,10
-118.2205443,9
-118.1848997,9
-118.2020598,9
-118.1576793,9
-118.1836978,9
-118.1502585,9
-118.1917489,9
-118.2138392,9
-118.1599949,9
-118.1676334,9
-118.1719841,9
-118.1959093,9
-118.1697648,9
-118.151255,9
-118.205613,9
-118.2071499,9
-118.1980837,9
-118.1938143,9
-118.1665866,9
-118.0964297,9
-118.181451,9
-118.2024246,9
-118.1984284,9
-118.1980839,9
-118.1663818,9
-118.0486283,9
-118.2005778,9
-118.2021574,9
-118.1963531,9
-118.1663126,9
-118.1771567,9
-118.1968437,9
-118.1963919,9
-118.055386,9
-118.2000049,9
-118.1763167,9
-118.0809266,9
-118.1662014,9
-118.1847037,9
-118.1779436,9
-118.0819073,9
-118.1858352,9
-118.1820236,9
-118.1950735,9
-118.1826146,9
-118.1496876,9
-118.1599811,9
-118.1848809,9
-118.0718872,9
-118.2127498,9
-118.1644041,9
-118.1956509,9
-118.1626884,9
-118.0697289,9
-118.1707881,9
-118.1567097,9
-118.1125242,9
-118.1078304,9
-118.1664314,9
-118.1880058,9
-118.1936676,9
-118.1764044,9
-118.1898056,9
-118.188399,9
-118.1567337,9
-118.191637,9
-118.1907792,9
-118.0536298,9
-118.1933799,9
-118.181071,9
-118.1026929,9
-118.1808106,9
-118.1685205,9
-118.1555967,9
-118.06323,9
-118.0996162,9
-118.1380748,9
-118.1719761,9
-118.1810448,9
-118.1850399,9
-118.1763736,9
-118.1771283,9
-118.1863703,9
-118.1946848,9
-118.186167,9
-118.1929113,9
-118.1756748,9
-118.1481139,9
-118.1856923,9
-118.1910137,9
-118.1799079,9
-118.1829916,9
-118.1671685,9
-118.0925349,9
-118.1964809,9
-118.1916511,9
-118.1693854,9
-118.1077187,9
-118.1708561,9
-118.1723105,9
-118.1567736,9
-118.1801038,9
-118.1108963,9
-118.1719871,9
-118.202541,9
-118.1939327,9
-118.0580844,9
-118.1597414,9
-118.1114646,9
-118.1920571,9
-118.1589403,9
-118.1977749,9
-118.189831,9
-118.1782904,9
-118.1960828,9
-118.1676648,9
-118.1771168,9
-118.1687261,9
-118.1810028,9
-118.1806515,9
-118.1784908,9
-118.1784179,9
-118.1524246,9
-118.1578473,9
-118.1718914,9
-118.2155321,9
-118.0718271,9
-118.1075857,9
-118.1567933,9
-118.1685405,9
-118.167334,8
-118.2162783,8
-118.2005304,8
-118.1773731,8
-118.2100219,8
-118.1750779,8
-118.179596,8
-118.1020948,8
-118.1763641,8
-118.1963539,8
-118.0778623,8
-118.2021526,8
-118.1387952,8
-118.1983208,8
-118.048573,8
-118.2172863,8
-118.1850201,8
-118.0868387,8
-118.1848556,8
-118.1850241,8
-118.1806671,8
-118.1941785,8
-118.0719428,8
-118.1543427,8
-118.0555541,8
-118.0407857,8
-118.1177742,8
-118.1437159,8
-118.1920306,8
-118.1984946,8
-118.0559202,8
-118.1741938,8
-118.1696625,8
-118.1813385,8
-118.1981017,8
-118.0928129,8
-118.1338539,8
-118.0953772,8
-118.1567454,8
-118.1564429,8
-118.1950956,8
-118.1947956,8
-118.1708507,8
-118.179622,8
-118.1502333,8
-118.1730582,8
-118.1615211,8
-118.1717618,8
-118.1934124,8
-118.2212124,8
-118.2213059,8
-118.2130742,8
-118.1718028,8
-118.1808587,8
-118.1537079,8
-118.15247,8
-118.1863682,8
-118.1022998,8
-118.1774187,8
-118.1848995,8
-118.1622402,8
-118.1948039,8
-118.1035949,8
-118.2133215,8
-118.2130965,8
-118.0391773,8
-118.0397845,8
-118.2200379,8
-118.1825936,8
-118.117919,8
-118.1621578,8
-118.1892628,8
-118.203295,8
-118.1986475,8
-118.2031579,8
-118.2152086,8
-118.1676651,8
-118.183889,8
-118.1205232,8
-118.1806772,8
-118.2006222,8
-118.1836955,8
-118.1861084,8
-118.2121994,8
-118.1720098,8
-118.1791659,8
-118.1981314,8
-118.1928967,8
-118.0761226,8
-118.1923744,8
-118.1598114,8
-118.1643982,8
-118.1843074,8
-118.1839345,8
-118.0996622,8
-118.1950782,8
-118.2089441,8
-118.1981109,8
-118.1863677,8
-118.1956637,8
-118.2200672,8
-118.1936487,8
-118.1774005,8
-118.203455,8
-118.2027041,8
-118.2166137,8
-118.2031448,8
-118.1934008,8
-118.1708479,8
-118.1908733,8
-118.1707069,8
-118.1686501,8
-118.1882355,8
-118.214375,8
-118.1418003,8
-118.1325799,8
-118.1010097,8
-118.190922,8
-118.192098,8
-118.1923808,8
-118.1659567,8
-118.1403147,8
-118.210035,8
-118.0717856,8
-118.1534772,8
-118.1008648,8
-118.1445659,8
-118.0777971,8
-117.9685805,8
-118.1611046,8
-118.1741775,8
-118.1524128,8
-118.1022076,8
-118.2032146,8
-118.1249426,8
-118.0543555,8
-118.1846501,8
-118.0576451,8
-118.1382272,8
-118.142552,8
-118.1848464,8
-118.1981016,8
-118.175966,8
-118.1413192,8
-118.1848852,8
-118.0996433,8
-118.1892662,8
-118.200205,8
-118.1648668,8
-118.1901341,8
-118.1967147,8
-118.1892769,8
-118.1685819,8
-118.1811005,8
-118.1761903,8
-118.1937493,8
-118.1938053,8
-118.1676407,8
-118.1471029,8
-118.1535205,8
-118.1983267,8
-118.0762413,8
-118.1555799,8
-118.1920244,8
-118.0636738,8
-118.1760391,8
-118.1598381,8
-118.1932188,8
-118.1076044,8
-118.170144,8
-118.1839546,8
-118.1772007,8
-118.1747276,8
-118.1847415,8
-118.1470038,8
-118.0953507,8
-118.1984055,8
-118.1193275,8
-118.1359881,8
-118.194809,8
-118.1987915,8
-118.1622286,8
-118.0943542,8
-118.158953,8
-118.1589565,8
-118.1818377,8
-118.1685528,8
-118.1783699,8
-118.1839438,8
-118.192456,8
-118.2005122,8
-118.1358809,8
-118.1982119,8
-118.1296941,8
-118.1599963,8
-118.201282,8
-118.0634501,8
-118.1705682,8
-118.1769933,8
-118.1770332,8
-118.1859598,8
-118.211938,8
-118.1898491,8
-118.1805488,8
-118.0907589,8
-118.1563933,8
-118.173436,8
-118.1734307,8
-118.1911548,8
-118.1849579,8
-118.1471234,8
-118.1680059,8
-118.1705731,8
-118.0797581,8
-118.1763459,8
-118.1872251,8
-118.164179,8
-118.1741667,8
-118.1773329,8
-118.196349,8
-118.18109,8
-118.1850455,8
-118.1197749,8
-118.1828009,8
-118.2006039,8
-118.1848321,8
-118.1831334,8
-118.1500512,7
-118.1908185,7
-118.1783034,7
-118.1556865,7
-118.1146156,7
-118.097202,7
-118.1889459,7
-118.171814,7
-118.1621343,7
-118.1653544,7
-118.2015129,7
-118.2024301,7
-118.170905,7
-118.0681209,7
-118.1873643,7
-118.1851187,7
-118.1520932,7
-118.1370857,7
-118.1719839,7
-118.0713667,7
-118.1822623,7
-118.1000602,7
-118.1597593,7
-118.2145815,7
-118.1143244,7
-118.1817796,7
-118.1910754,7
-118.1720118,7
-118.0637656,7
-118.1698305,7
-118.0441361,7
-118.1948572,7
-118.2111168,7
-118.1849658,7
-118.185207,7
-118.182476,7
-118.08664,7
-118.0919289,7
-118.1545877,7
-118.0667213,7
-118.1838029,7
-118.169639,7
-118.1533902,7
-118.1862725,7
-118.1909253,7
-118.1842845,7
-118.1867055,7
-118.191704,7
-118.1339873,7
-118.1924053,7
-118.1678962,7
-118.1768543,7
-118.2141162,7
-118.1747327,7
-118.174326,7
-118.0638124,7
-118.1846372,7
-118.182998,7
-118.1598534,7
-118.1173149,7
-118.1112956,7
-118.1859801,7
-118.122597,7
-118.1705771,7
-118.1729265,7
-118.1633079,7
-118.2236168,7
-118.1801035,7
-118.1838009,7
-118.1898653,7
-118.1791885,7
-118.090386,7
-118.0624719,7
-118.2021983,7
-118.1954009,7
-118.1666361,7
-118.1413077,7
-118.1819995,7
-118.2111173,7
-118.1989132,7
-118.1113374,7
-118.2076879,7
-118.1778732,7
-118.1545828,7
-118.1676658,7
-118.1165386,7
-118.1154786,7
-118.1963896,7
-118.2003248,7
-118.2005454,7
-118.1596774,7
-118.1945352,7
-118.1481201,7
-118.0774022,7
-118.0702318,7
-118.1763193,7
-118.0780972,7
-118.0972581,7
-118.1849016,7
-118.2198125,7
-118.1914555,7
-118.2020384,7
-118.1986884,7
-118.1984884,7
-118.1917114,7
-118.191349,7
-118.1491858,7
-118.131639,7
-118.129237,7
-118.1982261,7
-118.183958,7
-118.1323019,7
-118.1252609,7
-118.1782032,7
-118.1172711,7
-118.1646777,7
-118.1320858,7
-118.1917137,7
-118.198634,7
-118.1803542,7
-118.0675089,7
-118.1691488,7
-118.0586318,7
-118.1842151,7
-118.1546175,7
-118.1998867,7
-118.1046832,7
-118.1216149,7
-118.2148929,7
-118.2087596,7
-118.2090983,7
-118.2095319,7
-118.0930703,7
-118.1691399,7
-118.1666287,7
-118.1980402,7
-118.1786363,7
-118.1341891,7
-118.1985246,7
-118.1716295,7
-118.1977944,7
-118.1846387,7
-118.1791406,7
-118.1778926,7
-118.1923985,7
-118.2038327,7
-118.0718166,7
-118.1392085,7
-118.054903,7
-118.0544133,7
-118.1251845,7
-118.1871894,7
-118.0593175,7
-118.1775373,7
-118.1480613,7
-118.1600339,7
-118.1676458,7
-118.2050772,7
-118.1923932,7
-118.1950708,7
-118.2153851,7
-118.0909398,7
-118.1654224,7
-118.1883812,7
-118.2025182,7
-118.0645181,7
-118.0661602,7
-118.177603,7
-118.1796699,7
-118.1948492,7
-118.0702235,7
-118.0630265,7
-118.0632036,7
-118.1850468,7
-118.1676599,7
-118.2087288,7
-118.1882312,7
-118.2097857,7
-118.0990216,7
-118.145659,7
-118.1631303,7
-118.1968518,7
-118.1891053,7
-118.1967566,7
-118.1907396,7
-118.1112537,7
-118.2014215,7
-118.1740867,7
-118.1714952,7
-118.2111136,7
-118.1963765,7
-118.1790895,7
-118.1673729,7
-118.1850461,7
-118.1209298,7
-118.182393,7
-118.196387,7
-118.176166,7
-118.1893034,7
-118.1693268,7
-118.1888317,7
-118.1888378,7
-118.0651588,7
-118.1683993,7
-118.1769037,7
-118.1600565,7
-118.1859347,7
-118.2033032,7
-118.1852407,7
-118.2025639,7
-118.157858,7
-118.1556408,7
-118.2163245,7
-118.1425728,7
-118.1052932,7
-118.0990448,7
-118.2026294,7
-118.132902,7
-118.1753469,7
-118.1751123,7
-118.1260059,7
-118.0952695,7
-118.152276,7
-118.1698182,7
-118.1409614,7
-118.20166,7
-118.1911909,7
-118.1692483,7
-118.1403712,7
-118.2216409,7
-118.1003086,7
-118.2189401,7
-118.1382348,7
-118.1879873,7
-118.1762456,7
-118.1749772,7
-118.1959352,7
-118.1018663,7
-118.189,7
-118.1434955,7
-118.2108722,7
-118.0543201,7
-118.0626577,7
-118.2167539,7
-118.1313726,7
-118.1773852,7
-118.1536367,7
-118.1854508,7
-118.1839278,7
-118.2097755,7
-118.1890196,7
-118.1788408,7
-118.2151874,7
-118.1950775,7
-118.1147065,7
-118.1709505,7
-118.1935158,7
-118.1017678,7
-118.182525,7
-118.1836903,7
-118.1836169,7
-118.182876,7
-118.1900671,7
-118.195632,6
-118.1729168,6
-118.156776,6
-118.1825479,6
-118.1803873,6
-118.1859048,6
-118.1944318,6
-118.1944796,6
-118.2025378,6
-118.1533055,6
-118.2100256,6
-118.1822933,6
-118.1553458,6
-118.200328,6
-118.1687337,6
-118.1717297,6
-118.2020748,6
-118.1113417,6
-118.1555963,6
-118.1556431,6
-118.1763369,6
-118.1759805,6
-118.1863418,6
-118.1068513,6
-118.1039332,6
-118.2151755,6
-118.168499,6
-118.1763607,6
-118.1801706,6
-118.207154,6
-118.1933288,6
-118.0561326,6
-118.1260262,6
-118.1783287,6
-118.1843779,6
-118.1785095,6
-118.1677255,6
-118.2100247,6
-118.196271,6
-118.1708663,6
-118.1763169,6
-118.2091951,6
-118.0980022,6
-118.1719561,6
-118.0596266,6
-118.0629064,6
-118.1165689,6
-118.1817118,6
-118.1350441,6
-118.1611932,6
-118.2013228,6
-118.1874732,6
-118.176098,6
-118.1859069,6
-118.2403305,6
-118.151579,6
-118.1975282,6
-118.1447487,6
-118.1453287,6
-118.2074957,6
-118.1963655,6
-118.135332,6
-118.188855,6
-118.1879892,6
-118.1764982,6
-118.1367034,6
-118.1846012,6
-118.1361669,6
-118.1589447,6
-118.1951381,6
-118.1892851,6
-118.1735275,6
-118.0840454,6
-118.1925279,6
-118.1792155,6
-118.1614574,6
-118.1611411,6
-118.1708363,6
-118.2058083,6
-118.212796,6
-118.1270785,6
-118.161095,6
-118.1705509,6
-118.193066,6
-118.1715281,6
-118.1535131,6
-118.1763573,6
-118.1964233,6
-118.1502612,6
-118.1963665,6
-118.1665833,6
-118.1241616,6
-118.1728542,6
-118.1776806,6
-118.1860668,6
-118.1891287,6
-118.1981042,6
-118.1664466,6
-118.1466639,6
-118.2081169,6
-118.1950706,6
-118.1881779,6
-118.2187324,6
-118.1946126,6
-118.1285231,6
-118.1979251,6
-118.2040947,6
-118.1773504,6
-118.1782977,6
-118.191513,6
-118.1877447,6
-118.2121957,6
-118.1806756,6
-118.1499122,6
-118.199265,6
-118.1763448,6
-118.1763295,6
-118.1833248,6
-118.1841703,6
-118.1839382,6
-118.1165173,6
-118.1415517,6
-118.1163116,6
-118.1927044,6
-118.1884322,6
-118.1783753,6
-118.0282376,6
-118.1938057,6
-118.1980473,6
-118.183876,6
-118.1959462,6
-118.1513375,6
-118.1295719,6
-118.202404,6
-118.1890795,6
-118.0786606,6
-118.1243993,6
-118.1688496,6
-118.0920421,6
-118.1326154,6
-118.1908425,6
-118.1802839,6
-118.1816795,6
-118.1980844,6
-118.1502534,6
-118.1863724,6
-118.1835062,6
-118.1631694,6
-118.1709049,6
-118.2193197,6
-118.1622263,6
-118.0916222,6
-118.1078752,6
-118.2232357,6
-118.054309,6
-118.1787188,6
-118.1423946,6
-118.1252111,6
-118.1859615,6
-118.158932,6
-118.099442,6
-118.0459976,6
-118.1665616,6
-118.1544621,6
-118.1809066,6
-118.1498414,6
-118.1338707,6
-118.1334073,6
-118.1349663,6
-118.1943841,6
-118.1983141,6
-118.2009737,6
-118.169805,6
-118.1387313,6
-118.0519302,6
-118.05059,6
-118.1044411,6
-118.1500575,6
-118.123855,6
-118.0464161,6
-118.1737958,6
-118.1672601,6
-118.2119323,6
-118.2254608,6
-118.1675969,6
-118.1916406,6
-118.1908003,6
-118.1859106,6
-118.1770062,6
-118.120838,6
-118.1211927,6
-118.1954171,6
-118.1682093,6
-118.0635924,6
-118.1283023,6
-118.1839657,6
-118.1925701,6
-118.1545754,6
-118.1426008,6
-118.0955419,6
-118.163302,6
-118.1459054,6
-118.0718222,6
-118.1032215,6
-118.0992743,6
-118.0702071,6
-118.2152875,6
-118.1942663,6
-118.2006061,6
-118.0812542,6
-118.0905357,6
-118.1218397,6
-118.1783397,6
-118.21382,6
-118.107833,6
-118.1675304,6
-118.1931763,6
-118.1512237,6
-118.1337893,6
-118.1910571,6
-118.1837361,6
-118.1888807,6
-118.1810342,6
-118.1768465,6
-118.1223839,6
-118.152986,6
-118.2024287,6
-118.208954,6
-118.1999679,6
-118.1708342,6
-118.1523595,6
-118.1665858,6
-118.1950843,6
-118.1450658,6
-118.0850053,6
-118.1923394,6
-118.1810048,6
-118.1785045,6
-118.0559659,6
-118.213288,6
-118.0866769,6
-118.1340534,6
-118.1111383,6
-118.19507,6
-118.1244705,6
-118.0964109,6
-118.1527709,6
-118.1535708,6
-118.1695225,6
-118.214379,6
-118.0822755,6
-118.1209125,6
-118.189823,6
-118.1185821,6
-118.1850393,6
-118.154294,6
-118.0804897,6
-118.2041051,6
-118.1764605,6
-118.1821005,6
-118.1609298,6
-118.1589464,6
-118.0683835,6
-118.158791,6
-118.1521767,6
-118.2064365,6
-118.1692962,6
-118.0659084,6
-118.0631821,6
-118.0619492,6
-118.1631441,6
-118.1905454,6
-118.0719377,6
-118.2094153,6
-118.1976991,6
-118.1850343,6
-118.1781605,6
-118.1869375,6
-118.1757148,6
-118.193333,6
-118.0380453,6
-118.1857141,6
-118.1167941,6
-118.1763331,6
-118.1867128,6
-118.1801273,6
-118.2076314,6
-118.1083288,6
-118.1706947,6
-118.2023811,6
-118.1809483,6
-118.0936614,6
-118.1630949,6
-118.1708806,6
-118.1835221,6
-118.184067,6
-118.1665805,6
-118.1661289,6
-118.0541933,6
-118.1503026,6
-118.1938586,6
-118.1425716,6
-118.1964921,6
-118.1087806,6
-118.1522452,6
-118.1974426,6
-118.1948981,6
-118.1152347,6
-118.1980555,6
-118.1219602,6
-118.0997404,6
-118.1076147,6
