latitude,count
33.8096122,570
33.7700504,138
33.8097185,128
33.8708354,112
33.7898537,100
33.8545294,88
33.84221280000001,85
33.8095992,74
33.810379,62
33.763015,58
33.7946311,54
33.8659722,52
33.8171037,48
33.7898857,48
33.8601575,48
33.771717,47
33.7982504,46
33.863826,45
33.7918539,45
33.7789839,44
33.8631745,44
33.8743224,42
33.7751351,41
33.806783,40
33.7935031,39
33.8121258,39
33.8288416,38
33.8560388,38
33.8602137,37
33.8199565,37
33.8583939,37
33.7729834,36
33.7395808,33
33.8475831,33
33.8732943,33
33.7839902,33
33.7841102,32
33.8119364,32
33.8540693,31
33.8102508,31
33.8520894,31
33.8601171,31
33.7932669,30
33.871828,30
33.7881707,30
33.7869595,30
33.8724552,29
33.7898836,29
33.7714936,29
33.7771459,29
33.8461803,28
33.7820307,28
33.7553752,28
33.8103642,27
33.8027141,27
33.7677623,27
33.81042559999999,27
33.8546565,27
33.800918,27
33.7844161,27
33.8745978,26
33.7826316,26
33.8565553,26
33.8025831,25
33.797143,25
33.8606421,25
33.7880545,25
33.8562405,25
33.7791395,25
33.8467318,25
33.8098294,25
33.8728152,25
33.8725897,25
33.845041,25
33.793499,24
33.7845907,24
33.7972593,24
33.77271959999999,24
33.7672612,24
33.8746909,24
33.7789754,24
33.8782002,24
33.7855216,24
33.83634170000001,24
33.8764386,23
33.76279,23
33.8753801,23
33.8693271,23
33.7789677,23
33.7898607,23
33.7488087,23
33.8551137,23
33.7923838,22
33.8063499,22
33.7880494,22
33.7916675,22
33.819639,22
33.7924587,22
33.7953038,22
33.7778915,22
33.7772073,22
33.781582,22
33.7862248,22
33.8475833,22
33.8740833,22
33.7648718,22
33.797133,22
33.8777385,22
33.8566144,22
33.7918753,21
33.813999,21
33.7789723,21
33.7772394,21
33.7816457,21
33.7898503,21
33.7898538,21
33.8617066,21
33.8795422,21
33.78261,21
33.8088793,21
33.8648776,21
33.78816279999999,21
33.8044492,20
33.8044572,20
33.7454884,20
33.8639436,20
33.8486568,20
33.8740908,20
33.8571807,20
33.8770369,20
33.8640647,20
33.846061,19
33.85811899999999,19
33.8600524,19
33.7937467,19
33.8470969,19
33.7964087,19
33.8639003,19
33.7845396,19
33.7856706,19
33.7691655,19
33.8033638,19
33.81028149999999,19
33.7950073,19
33.8557948,19
33.7936219,19
33.8065036,19
33.77791860000001,19
33.8766109,19
33.808574,19
33.7971182,19
33.7789718,19
33.8080748,19
33.7912724,18
33.85436370000001,18
33.7898887,18
33.7838706,18
33.8108047,18
33.7729471,18
33.7789911,18
33.7789714,18
33.7883993,18
33.7807871,18
33.7844997,18
33.8105414,18
33.8597946,18
33.7853169,18
33.85615629999999,18
33.7845654,18
33.7882134,18
33.7880627,18
33.8583884,18
33.7936333,18
33.7898666,17
33.7898474,17
33.87431249999999,17
33.7872995,17
33.7718632,17
33.7787528,17
33.8515279,17
33.7789799,17
33.8778066,17
33.797016,17
33.7845194,17
33.8642274,17
33.8020217,17
33.7918406,17
33.7758937,17
33.7753586,17
33.7717185,17
33.8242854,16
33.7705296,16
33.8531568,16
33.7869216,16
33.7871562,16
33.7752237,16
33.8182584,16
33.7936513,16
33.85626870000001,16
33.7989357,16
33.7989861,16
33.7989363,16
33.8171059,16
33.8391357,16
33.8413916,16
33.8027214,16
33.827056,16
33.7969425,16
33.8808552,16
33.8727897,16
33.7934866,16
33.7826208,16
33.8768403,16
33.778976,16
33.8175651,16
33.7789712,16
33.7880509,16
33.8116554,16
33.8592985,16
33.796248,16
33.8106458,16
33.8471507,15
33.8487616,15
33.7774409,15
33.8743797,15
33.8449257,15
33.8154351,15
33.8549875,15
33.8504744,15
33.7813924,15
33.7962258,15
33.7789674,15
33.7644867,15
33.8511733,15
33.7789752,15
33.7826035,15
33.8535366,15
33.7789905,15
33.7528832,15
33.79368720000001,15
33.8543545,15
33.8322409,15
33.7789678,15
33.8242212,15
33.8242056,15
33.7971131,15
33.8290769,15
33.8563936,15
33.8601512,15
33.7537496,15
33.7880534,15
33.8746754,15
33.8583483,15
33.7753437,15
33.8767815,15
33.8638641,15
33.782348,15
33.8007863,15
33.8619595,15
33.8023946,15
33.84791,15
33.7799418,14
33.7789651,14
33.7791565,14
33.8249686,14
33.7936241,14
33.7964109,14
33.7684834,14
33.863295,14
33.8743467,14
33.7773212,14
33.840856,14
33.8757052,14
33.8288025,14
33.8470131,14
33.7789862,14
33.7889816,14
33.8742039,14
33.7777481,14
33.8052063,14
33.778863,14
33.8066975,14
33.7807454,14
33.8176661,14
33.810501,14
33.8307528,14
33.774979,14
33.869957,14
33.8772923,14
33.7935093,14
33.8720719,14
33.808011,14
33.8027184,14
33.7717153,14
33.7862347,14
33.8027316,14
33.7789751,14
33.7533108,14
33.7971177,14
33.7898621,14
33.7936627,13
33.7953085,13
33.8323621,13
33.81247010000001,13
33.815278,13
33.7900272,13
33.7735323,13
33.859486,13
33.7815311,13
33.8525787,13
33.7997038,13
33.7753376,13
33.7715811,13
33.8134368,13
33.7822849,13
33.811509,13
33.8178954,13
33.7789902,13
33.8520662,13
33.8680681,13
33.7896069,13
33.8113701,13
33.7901485,13
33.7917434,13
33.799097,13
33.7695524,13
33.7871309,13
33.8600718,13
33.8314545,13
33.7862278,13
33.7741167,13
33.7845797,13
33.7690841,13
33.866659,13
33.865678,13
33.7971354,13
33.7857694,13
33.7885713,13
33.7919712,13
33.77895720000001,13
33.7985168,13
33.8032739,13
33.7845795,13
33.8043164,13
33.7621679,13
33.7836072,13
33.8709718,13
33.7754652,13
33.8810322,13
33.8581828,13
33.7420745,13
33.7789857,13
33.8464537,13
33.7791895,13
33.7789736,13
33.7971531,13
33.8098314,13
33.7574461,13
33.7838353,13
33.797265,13
33.8544965,13
33.7918583,13
33.8605961,13
33.7843699,13
33.8292612,13
33.8007621,13
33.782595,13
33.7829148,13
33.7826014,13
33.7826065,13
33.8693631,13
33.7825981,13
33.8543482,13
33.7953172,13
33.8661015,13
33.8557059,13
33.7782197,12
33.846661,12
33.7898551,12
33.8579994,12
33.8189526,12
33.7697377,12
33.8099595,12
33.8542835,12
33.8095936,12
33.7826053,12
33.8172425,12
33.781816,12
33.831302,12
33.8523028,12
33.8812326,12
33.7936559,12
33.8174708,12
33.8601017,12
33.7789711,12
33.7963296,12
33.76166,12
33.7771799,12
33.790074,12
33.8013969,12
33.8267376,12
33.7826115,12
33.7777849,12
33.7807842,12
33.8064166,12
33.7779945,12
33.8044614,12
33.8184911,12
33.8315688,12
33.7789749,12
33.8776118,12
33.793476,12
33.8804957,12
33.7837083,12
33.7880846,12
33.7761588,12
33.7973198,12
33.8727983,12
33.8760646,12
33.791689,12
33.7881895,12
33.8288822,12
33.8027271,12
33.8573976,12
33.8609928,12
33.77897910000001,12
33.8490293,12
33.8543651,12
33.8655014,12
33.8223965,12
33.79713270000001,12
33.7872317,12
33.7936244,12
33.7849848,12
33.8016257,12
33.8649803,12
33.8244852,12
33.8633472,12
33.7897549,12
33.7848607,12
33.87433830000001,12
33.868009,12
33.778862,12
33.8619431,12
33.8116265,12
33.8470343,12
33.7990824,12
33.7858395,11
33.7801815,11
33.7682973,11
33.7924225,11
33.792138,11
33.7916879,11
33.8707061,11
33.8116252,11
33.79907439999999,11
33.788044,11
33.799059,11
33.8619371,11
33.7898612,11
33.7106594,11
33.8866435,11
33.8227375,11
33.8197825,11
33.7936828,11
33.7936974,11
33.8252051,11
33.7898645,11
33.8655367,11
33.7896413,11
33.8571078,11
33.8776483,11
33.8765046,11
33.8043432,11
33.8188623,11
33.818875,11
33.8562864,11
33.7936526,11
33.7960219,11
33.8776835,11
33.7826142,11
33.7825219,11
33.876182,11
33.7753442,11
33.8810529,11
33.7946763,11
33.7815551,11
33.7835054,11
33.8081706,11
33.7936481,11
33.842783,11
33.7550017,11
33.8543157,11
33.8171062,11
33.7871445,11
33.77458379999999,11
33.8465661,11
33.8618297,11
33.7766278,11
33.7658141,11
33.7788586,11
33.777304,11
33.7625858,11
33.8665627,11
33.7698416,11
33.8839422,11
33.7826082,11
33.7777601,11
33.7916968,11
33.8449606,11
33.8563818,10
33.7974077,10
33.8773373,10
33.8775777,10
33.852947,10
33.8450856,10
33.8118358,10
33.7918505,10
33.7865665,10
33.8686765,10
33.784493,10
33.8804617,10
33.83190039999999,10
33.843179,10
33.8727246,10
33.8632207,10
33.8463429,10
33.7747998,10
33.8291168,10
33.7972784,10
33.7814368,10
33.8766726,10
33.7523035,10
33.7954676,10
33.806607,10
33.8820082,10
33.8105747,10
33.8105944,10
33.8619694,10
33.7812864,10
33.8742137,10
33.822319,10
33.8745209,10
33.8305215,10
33.7898725,10
33.8783249,10
33.7898623,10
33.7954609,10
33.800755,10
33.7841577,10
33.7857717,10
33.77813340000001,10
33.8800083,10
33.7809473,10
33.7863875,10
33.8241959,10
33.7777685,10
33.8601126,10
33.8224087,10
33.806198,10
33.8347355,10
33.77897850000001,10
33.8243929,10
33.796092,10
33.8251136,10
33.8324299,10
33.837607,10
33.808202,10
33.8475812,10
33.8709745,10
33.784565,10
33.7939258,10
33.8187642,10
33.8744535,10
33.8666927,10
33.7729091,10
33.7878394,10
34.0560553,10
33.791681,10
33.8032861,10
33.7882842,10
33.8190281,10
33.7837074,10
33.8742238,10
33.8627431,10
33.85754960000001,10
33.7789744,10
33.7683013,10
33.8188592,10
33.7791148,10
33.8031871,10
33.8628136,10
33.7736007,10
33.7729181,10
33.8681326,10
33.7871339,10
33.8468324,10
33.8464112,10
33.8726305,10
33.7989404,10
33.8582742,10
33.7680855,10
33.8032897,10
33.8171525,10
33.7921398,10
33.8191222,10
33.8047935,10
33.8221473,10
33.7717127,10
33.766083,10
33.8044717,10
33.780791,10
33.8495902,10
33.771719,10
33.8014848,10
33.7676722,10
33.7971185,10
33.8835502,10
33.8829524,10
33.7789668,10
33.8301159,10
33.7788173,10
33.7916693,10
33.8764324,10
33.7717204,10
33.824348,10
33.8419817,10
33.7914622,10
33.85438600000001,10
33.7993578,10
33.8310446,10
33.7871983,10
33.8308071,10
33.7737441,10
33.8085501,10
33.8081718,9
33.7708071,9
33.765281,9
33.845175,9
33.7769262,9
33.7826022,9
33.8473188,9
33.780366,9
33.8600986,9
33.8619277,9
33.8062541,9
33.7777598,9
33.7802206,9
33.8484172,9
33.7836668,9
33.858271,9
33.8583996,9
33.861679,9
33.8581153,9
33.7772119,9
33.8267055,9
33.8270906,9
33.7826071,9
33.7667642,9
33.7772373,9
33.784524,9
33.8575614,9
33.795765,9
33.7824207,9
33.8696134,9
33.83215089999999,9
33.7953329,9
33.8385602,9
33.8686475,9
33.7972764,9
33.8738774,9
33.880114,9
33.7753464,9
33.8722847,9
33.7741205,9
33.8544698,9
33.8777154,9
33.7862476,9
33.8782719,9
33.8783524,9
33.7825991,9
33.8766478,9
33.7753542,9
33.7571472,9
33.8502152,9
33.8575938,9
33.7717131,9
33.7717443,9
33.8577462,9
33.8099033,9
33.8009652,9
33.7715589,9
33.8701166,9
33.8550492,9
33.8243209,9
33.8116492,9
33.8070298,9
33.8836359,9
33.7839343,9
33.7608344,9
33.8543014,9
33.8524233,9
33.864244,9
33.8638903,9
33.7935022,9
33.7677147,9
33.8321936,9
33.8851121,9
33.787883,9
33.8674614,9
33.8717969,9
33.77897,9
33.7952991,9
33.7880461,9
33.7927789,9
33.781478,9
33.7826031,9
33.8877434,9
33.8241941,9
33.7876107,9
33.7683175,9
33.770513,9
33.861878,9
33.768099,9
33.8747449,9
33.7789728,9
33.8229525,9
33.7668778,9
33.9218667,9
33.7898492,9
33.7898583,9
33.8683019,9
33.7881471,9
33.865533,9
33.8117153,9
33.8634376,9
33.7732029,9
33.7918307,9
33.802557,9
33.8027342,9
33.8141133,9
33.7646777,9
33.8638449,9
33.8642847,9
33.7683335,9
33.8597022,9
33.816764,9
33.7681145,9
33.81080120000001,9
33.7701119,9
33.7682433,9
33.7880459,9
33.8116308,9
33.8500611,9
33.8709883,9
33.8190678,9
33.8044612,9
33.7898585,9
33.7729155,9
33.7989463,9
33.8035067,9
33.7939966,9
33.8782836,9
33.7807837,9
33.7823364,9
33.7753353,9
33.7953012,8
33.8448087,8
33.8524782,8
33.8542884,8
33.7862925,8
33.7753824,8
33.808372,8
33.8265961,8
33.7826198,8
33.8782206,8
33.7572117,8
33.8489323,8
33.8096099,8
33.8044434,8
33.7934796,8
33.8679596,8
33.7573557,8
33.8518912,8
33.8526036,8
33.81165,8
33.7682648,8
33.8452978,8
33.87931990000001,8
33.8511015,8
33.8612727,8
33.7684106,8
33.7839899,8
33.8099414,8
33.8113851,8
33.7881995,8
33.8728681,8
33.8727877,8
33.8727919,8
33.8538024,8
33.7826038,8
33.8582727,8
33.8729561,8
33.8657939,8
33.7880499,8
33.7880992,8
33.8683992,8
33.7971209,8
33.7706231,8
33.8115302,8
33.8007419,8
33.7865512,8
33.8534207,8
33.8492586,8
33.8081747,8
33.7949268,8
33.8702764,8
33.7826062,8
33.8506105,8
33.7882486,8
33.771713,8
33.8642311,8
33.8644555,8
33.8041643,8
33.7916728,8
33.812501,8
33.7996711,8
33.7655355,8
33.788042,8
33.867659,8
33.8692185,8
33.7941359,8
33.8611671,8
33.7974261,8
33.8599678,8
33.7895607,8
33.824267,8
33.8780523,8
33.77536140000001,8
33.8515666,8
33.7753413,8
33.8548651,8
33.8502533,8
33.8080086,8
33.86556180000001,8
33.8007792,8
33.817104,8
33.8172708,8
33.7753416,8
33.8023657,8
33.8745273,8
33.7660731,8
33.7607689,8
33.8190198,8
33.820077,8
33.7717411,8
33.7753329,8
33.8626532,8
33.8729906,8
33.7961616,8
33.8815637,8
33.8106508,8
33.8475627,8
33.7641946,8
33.8399741,8
33.8818211,8
33.8479379,8
33.7884281,8
33.8517586,8
33.7790114,8
33.8688249,8
33.8201094,8
33.8695408,8
33.7934837,8
33.7826021,8
33.8043446,8
33.7994539,8
33.7598458,8
33.7880565,8
33.7817988,8
33.8783751,8
33.829186,8
33.8081403,8
33.8323679,8
33.7807783,8
33.8103044,8
33.7368451,8
33.8034058,8
33.804447,8
33.77899,8
33.7657333,8
33.7771452,8
33.85346,8
33.81062900000001,8
33.8313054,8
33.8673452,8
33.8169288,8
33.8546389,8
33.7705147,8
33.7845803,8
33.7836558,8
33.8003927,8
33.83616689999999,8
33.7717109,8
33.8671586,8
33.868301,8
33.8503439,8
33.7934938,8
33.810419,8
33.8047722,8
33.8583763,8
33.7623687,8
33.8133577,8
33.7871354,8
33.7916726,8
33.8692153,8
33.7871977,8
33.778962,8
33.7717098,8
33.7697544,8
33.8225052,8
33.799068,8
33.7696868,8
33.7862405,8
33.7765571,8
33.8062598,8
33.8222378,8
33.766221,8
33.7415317,8
33.8542721,8
33.8621029,8
33.8710479,8
33.7889478,8
33.8593433,8
33.7861092,8
33.858212,8
33.7726178,8
33.8590048,8
33.784421,8
33.789362,8
33.8742626,8
33.7767174,8
33.7765456,8
33.8684263,8
33.8685019,8
33.8505045,8
33.8600765,8
33.793484,8
33.8797998,8
33.8673834,8
33.8689566,8
33.8213964,8
33.8297957,8
33.7874942,8
33.8004095,8
33.7768563,8
33.795323,8
33.8338862,8
33.7777617,8
33.7994683,8
33.7807883,8
33.7504342,8
33.778649,8
33.8114398,8
33.8125045,8
33.8621088,8
33.8627879,8
33.7803089,8
33.8826041,8
33.8058328,8
33.8712725,8
33.8148151,8
33.7643092,8
33.8041045,8
33.7896885,8
33.780895,8
33.8271694,8
33.7917036,8
33.7918766,8
33.7959519,8
33.7789716,8
33.8753713,8
33.8619785,8
33.8307101,8
33.8303236,8
33.7831186,8
33.7878774,8
33.8778302,8
33.8229517,8
33.8783551,8
33.846628,8
33.7823404,8
33.7728177,8
33.7913853,8
33.7990773,8
33.8759962,8
33.7954518,8
33.8007624,8
33.8132203,8
33.7789659,8
33.7972736,8
33.8671531,7
33.7729382,7
33.7953198,7
33.8261865,7
33.8785585,7
33.7729108,7
33.7824789,7
33.8000069,7
33.7990736,7
33.7749879,7
33.7781856,7
33.7845623,7
33.7681825,7
33.8773141,7
33.8045888,7
33.7815928,7
33.8600977,7
33.8620346,7
33.7780764,7
33.7854384,7
33.7715146,7
33.7700215,7
33.77522,7
33.8670902,7
33.7655238,7
33.8498371,7
33.7777612,7
33.768555,7
33.7690771,7
33.8600683,7
33.8601734,7
33.832391,7
33.8330753,7
33.8461706,7
33.7900897,7
33.8004781,7
33.8608614,7
33.851141,7
33.8222957,7
33.832138,7
33.8134586,7
33.79023,7
33.831301,7
33.8726072,7
33.7763824,7
33.8327605,7
33.8594111,7
33.78957219999999,7
33.8594592,7
33.8063532,7
33.8701468,7
33.8606059,7
33.8042821,7
33.7960754,7
33.7921726,7
33.8041816,7
33.8503079,7
33.82509880000001,7
33.8671436,7
33.8190945,7
33.7692936,7
33.8504929,7
33.7839553,7
33.793978,7
33.7759036,7
33.8619869,7
33.8338532,7
33.7751929,7
33.787219,7
33.8673681,7
33.8691673,7
33.7857768,7
33.8250322,7
33.8728649,7
33.77564390000001,7
33.8187416,7
33.7771602,7
33.8084713,7
33.7851274,7
33.8871061,7
33.8213737,7
33.8779472,7
33.8117161,7
33.7840514,7
33.8689005,7
33.7639555,7
33.7691954,7
33.7838492,7
33.8081657,7
33.8749345,7
33.7534654,7
33.8106251,7
33.8673456,7
33.821781,7
33.7706145,7
33.8592138,7
33.7873055,7
33.7672856,7
33.8451792,7
33.8742248,7
33.8154203,7
33.8127048,7
33.8254065,7
33.80278,7
33.8027017,7
33.8655748,7
33.8151978,7
33.7736268,7
33.7736769,7
33.7744498,7
33.8363322,7
33.85784960000001,7
33.83507,7
33.8269088,7
33.7839282,7
33.8440857,7
33.8208267,7
33.8211047,7
33.8091395,7
33.8034095,7
33.84704070000001,7
33.82008,7
33.8188669,7
33.8018713,7
33.7939634,7
33.7838115,7
33.7844853,7
33.7954614,7
33.883799,7
33.8171095,7
33.7819568,7
33.8321321,7
33.8073898,7
33.8638493,7
33.7862348,7
