geopoint,count
"33.84406, -118.192569",5
"33.7936311, -118.167283",5
"33.8600919, -118.1685054",5
"33.7955589, -118.0993129",5
"33.7971149, -118.1882325",5
"33.7753534, -118.1876813",5
"33.8783413, -118.2080766",5
"33.7959959, -118.1179199",5
"33.7648564, -118.1732018",5
"33.8780511, -118.1740571",5
"33.8473675, -118.1733483",5
"33.7669329, -118.1658089",5
"33.8044386, -118.21384",5
"33.8189052, -118.2068677",5
"33.827233, -118.2205206",5
"33.78648039999999, -118.138968",5
"33.799112, -118.1869808",5
"33.827821, -118.1989388",5
"33.753287, -118.1068383",5
"33.8664784, -118.172502",5
"33.7871997, -118.1695053",5
"33.8035527, -118.2125482",5
"33.786951, -118.1577822",5
"33.7872116, -118.1630754",5
"33.8486694, -118.0601449",5
"33.7954385, -118.1914042",5
"33.8696073, -118.0536379",5
"33.7936586, -118.2142928",5
"33.78441919999999, -118.1008265",5
"33.8746525, -118.1801515",5
"33.7890391, -118.1351294",5
"33.8509587, -118.1747396",5
"33.7789644, -118.1397564",5
"33.7789912, -118.1828784",5
"33.7936552, -118.2004162",5
"33.7906065, -118.1802722",5
"33.8453126, -118.1930145",5
"33.7731472, -118.1921908",5
"33.7880402, -118.1866864",5
"33.7729754, -118.199392",5
"33.7924926, -118.1869332",5
"33.7901648, -118.1641752",5
"33.7625308, -118.1848786",5
"33.7597875, -118.2047757",5
"33.7726874, -118.1397393",5
"33.8769342, -118.1708755",5
"33.8773094, -118.1801811",5
"33.8189482, -118.174144",5
"33.7997147, -118.1376545",4
"33.7919298, -118.2218441",4
"33.7717141, -118.1980478",4
"33.7918471, -118.0925199",4
"33.878226, -118.1811492",4
"33.8783546, -118.152621",4
"33.8761001, -118.2030323",4
"33.7801815, -118.1980474",4
"33.7763762, -118.1981775",4
"33.7731396, -118.1874973",4
"33.760989, -118.1526651",4
"33.8449959, -118.1978195",4
"33.8189519, -118.1879474",4
"33.7726178, -118.1589448",4
"33.8221909, -118.1320821",4
"33.8173788, -118.1337162",4
"33.7936421, -118.2136101",4
"33.810395, -118.1010567",4
"33.8222501, -118.1879393",4
"33.7863926, -118.1761732",4
"33.7863161, -118.1589477",4
"33.7658074, -118.1577882",4
"33.8416178, -118.1682313",4
"33.7797526, -118.1730413",4
"33.7862355, -118.1556802",4
"33.8599642, -118.1730773",4
"33.81892, -118.1719602",4
"33.8475638, -118.1727339",4
"33.8104543, -118.1175397",4
"33.880461, -118.0986447",4
"33.7674222, -118.2149442",4
"33.87069870000001, -118.1588776",4
"33.7597353, -118.1480209",4
"33.73969, -118.1866495",4
"33.8463802, -118.1999683",4
"33.7898494, -118.1910811",4
"33.787129, -118.1910897",4
"33.874658, -118.1556406",4
"33.787632, -118.1075354",4
"33.8601568, -118.1715221",4
"33.787143, -118.1866969",4
"33.7871311, -118.1923921",4
"33.7868333, -118.1521165",4
"33.7889641, -118.185026",4
"33.7726178, -118.158923",4
"33.8115705, -118.1588557",4
"33.8576321, -118.1587672",4
"33.8100163, -118.2096953",4
"33.8099912, -118.2075447",4
"33.8103374, -118.1035796",4
"33.8700908, -118.1751665",4
"33.7880551, -118.1611932",4
"33.7880419, -118.2008731",4
"33.8063752, -118.1967236",4
"33.8688213, -118.0394966",4
"33.8748734, -118.0994168",4
"33.7844169, -118.1709212",4
"33.7862341, -118.1709223",4
"33.8576439, -118.1715335",4
"33.8680713, -118.1714054",4
"33.784032, -118.2134117",4
"33.8106456, -118.1044411",4
"33.8691865, -118.1751677",4
"33.87871090000001, -118.0421035",4
"33.7845827, -118.1587358",4
"33.8111417, -118.2111361",4
"33.8504712, -118.1946924",4
"33.823049, -118.0709716",4
"33.8767693, -118.0555541",4
"33.852629, -118.1704684",4
"33.8728307, -118.1708438",4
"33.78894350000001, -118.1306532",4
"33.7900714, -118.1847415",4
"33.7898612, -118.1950995",4
"33.8696943, -118.0507021",4
"33.8586124, -118.0502117",4
"33.7736391, -118.08315",4
"33.8713088, -118.052503",4
"33.9089323, -118.1479242",4
"33.8823715, -118.0552544",4
"33.783935, -118.1911271",4
"33.7650577, -118.1746409",4
"33.8052433, -118.1024903",4
"33.8681138, -118.1061021",4
"33.868549, -118.0970425",4
"33.8673456, -118.0636787",4
"33.8622628, -118.1049605",4
"33.7898693, -118.1992713",4
"33.7994744, -118.0700882",4
"33.8769747, -118.160008",4
"33.7714446, -118.1697967",4
"33.8097329, -118.2166451",4
"33.8052026, -118.100246",4
"33.7887355, -118.0992063",4
"33.8785194, -118.200569",4
"33.7673769, -118.1170021",4
"33.7826142, -118.1698405",4
"33.8692153, -118.0483858",4
"33.782603, -118.1665772",4
"33.7825979, -118.1502362",4
"33.7828592, -118.1889262",4
"33.8696152, -118.1967147",4
"33.8703372, -118.1967147",4
"33.857605, -118.1703398",4
"33.7628371, -118.1614551",4
"33.8747817, -118.1512987",4
"33.76445, -118.19516",4
"33.8589839, -118.1046667",4
"33.868991, -118.1695337",4
"33.778778, -118.1685627",4
"33.7998385, -118.1892602",4
"33.7717131, -118.2006198",4
"33.7989263, -118.1806671",4
"33.7645166, -118.1908882",4
"33.8690676, -118.1969244",4
"33.7765989, -118.1755093",4
"33.8625826, -118.0572371",4
"33.7826078, -118.1426381",4
"33.7789707, -118.155669",4
"33.7705095, -118.1963808",4
"33.8582345, -118.0738803",4
"33.7916829, -118.2153992",4
"33.7903574, -118.0950634",4
"33.8233444, -118.2179108",4
"33.8062483, -118.2143731",4
"33.7862365, -118.1752478",4
"33.8102324, -118.1937215",4
"33.7826092, -118.1793452",4
"33.8188252, -118.1392609",4
"33.8709393, -118.1599652",4
"33.7714101, -118.1748028",4
"33.87031, -118.0663731",4
"33.8577446, -118.0988196",4
"33.8242457, -118.1785314",4
"33.7826022, -118.1524112",4
"33.7600488, -118.1337931",4
"33.8330744, -118.221578",4
"33.7918693, -118.1979028",4
"33.7880391, -118.1762889",4
"33.8562493, -118.1829652",4
"33.8692153, -118.1686715",4
"33.8550738, -118.0987255",4
"33.8580998, -118.0656839",4
"33.868133, -118.1695225",4
"33.8600568, -118.1898684",4
"33.8454759, -118.1897493",4
"33.8691978, -118.1730069",4
"33.7824233, -118.1761838",4
"33.870084, -118.1773402",4
"33.7692907, -118.1936646",4
"33.872864, -118.0769086",4
"33.7969345, -118.2080467",4
"33.7650383, -118.1772804",4
"33.7701345, -118.2109825",4
"33.8732153, -118.0637662",4
"33.8085881, -118.0692551",4
"33.8235717, -118.2086981",4
"33.785322, -118.1610755",4
"33.8534468, -118.1772428",4
"33.7656518, -118.0914178",4
"33.7746165, -118.2330279",4
"33.7382817, -118.1032982",4
"33.8021014, -118.1425989",4
"33.8664226, -118.1985883",4
"33.8705672, -118.2005377",4
"33.8447527, -118.1914125",4
"33.7692807, -118.186367",4
"33.7933321, -118.1908653",4
"33.7418695, -118.1056674",4
"33.7626705, -118.1445689",4
"33.7683277, -118.1805378",4
"33.7637791, -118.1537107",4
"33.7779934, -118.2009188",4
"33.7786073, -118.2031453",4
"33.8775585, -118.2003476",4
"33.7680881, -118.1567774",4
"33.7698934, -118.129599",4
"33.7684802, -118.1072648",4
"33.8584347, -118.1772648",4
"33.7817844, -118.1424366",4
"33.7715993, -118.1761496",4
"33.8027262, -118.1967135",4
"33.7632759, -118.1513438",4
"33.7678633, -118.17697",4
"33.7613611, -118.1372868",4
"33.8027665, -118.1870391",4
"33.8027249, -118.1879355",4
"33.7935737, -118.1652089",4
"33.8576447, -118.1772632",4
"33.7817595, -118.143563",4
"33.7862442, -118.1662134",4
"33.7853216, -118.2080016",4
"33.7781725, -118.1587241",4
"33.7625412, -118.1413711",4
"33.789907, -118.0771891",4
"33.8688, -118.2036377",4
"33.7917237, -118.07096",4
"33.8583892, -118.0821275",4
"33.7916712, -118.1676748",4
"33.7597754, -118.1330448",4
"33.7414857, -118.1043432",4
"33.7391303, -118.106187",4
"33.80187799999999, -118.1807871",4
"33.7779436, -118.1978639",4
"33.8027231, -118.1879531",4
"33.7935168, -118.2017459",4
"33.8694257, -118.0930873",4
"33.8703643, -118.0694451",4
"33.791673, -118.2105027",4
"33.8116423, -118.1937269",4
"33.8015017, -118.049577",4
"33.8769481, -118.0949572",4
"33.8779728, -118.0953051",4
"33.8536106, -118.0970819",4
"33.87197829999999, -118.0971339",4
"33.8014138, -118.048743",4
"33.793642, -118.190911",4
"33.8487131, -118.1809574",4
"33.7932263, -118.1426531",4
"33.7656014, -118.1682147",4
"33.7819745, -118.1674022",4
"33.7777614, -118.196349",4
"33.8826416, -118.1792065",4
"33.8506913, -118.0935552",4
"33.8022738, -118.0526759",4
"33.7859464, -118.1589427",4
"33.8647578, -118.101915",4
"33.8037026, -118.0747738",4
"33.7817117, -118.2041055",4
"33.7682112, -118.1221172",4
"33.7680766, -118.1415612",4
"33.7809598, -118.1663763",4
"33.80417200000001, -118.2188836",4
"33.7916305, -118.2211111",4
"33.8097867, -118.2187357",4
"33.7697072, -118.1665148",4
"33.867132, -118.167396",4
"33.7942667, -118.1132555",4
"33.7952947, -118.1633017",4
"33.7948128, -118.1908996",4
"33.815039, -118.178429",4
"33.7948559, -118.1740263",4
"33.7936484, -118.0925458",4
"33.7953217, -118.178528",4
"33.7954419, -118.1836447",4
"33.7780251, -118.1652824",4
"33.8010651, -118.1417775",4
"33.8009333, -118.2031861",4
"33.8225397, -118.2234952",4
"33.7954694, -118.2135904",4
"33.8483009, -118.0922532",4
"33.7603862, -118.1495589",4
"33.7765491, -118.1836903",4
"33.8224104, -118.0707418",4
"33.7954232, -118.181451",4
"33.7955472, -118.1598718",4
"33.7953142, -118.1763329",4
"33.7741329, -118.1894771",4
"33.8009205, -118.1978598",4
"33.8009322, -118.2021526",4
"33.8010103, -118.218475",4
"33.739553, -118.106347",4
"33.777164, -118.1709259",4
"33.8599125, -118.1827006",4
"33.777403, -118.1694996",4
"33.7774198, -118.0990796",4
"33.7773999, -118.1456576",4
"33.7789829, -118.1879927",4
"33.7898467, -118.1389029",4
"33.8118019, -118.0664763",4
"33.7807467, -118.1633018",4
"33.780199, -118.1907678",4
"33.7682329, -118.1586802",4
"33.7807777, -118.1795552",4
"33.8673315, -118.1810595",4
"33.8117361, -118.1861061",4
"33.8118206, -118.2000049",4
"33.7791246, -118.1413777",4
"33.7846808, -118.1803665",4
"33.8432094, -118.1818686",4
"33.7698944, -118.1567785",4
"33.7866818, -118.1545568",4
"33.8679143, -118.1888545",4
"33.7722457, -118.1709509",4
"33.8030357, -118.0719813",4
"33.8171036, -118.1752462",4
"33.8116593, -118.2111118",4
"33.7976003, -118.0712981",4
"33.7717154, -118.1950828",4
"33.8805981, -118.1686579",4
"33.7969191, -118.1410625",4
"33.7961701, -118.1214553",4
"33.8629026, -118.0948085",4
"33.7789665, -118.1458962",4
"33.7749537, -118.1457084",4
"33.7824857, -118.1959871",4
"33.7971131, -118.1871935",4
"33.7972734, -118.2097783",4
"33.7971281, -118.1785023",4
"33.79629329999999, -118.1126565",4
"33.8009236, -118.1957094",4
"33.8490603, -118.1934987",4
"33.7960535, -118.1287031",4
"33.7991079, -118.1946126",4
"33.7972777, -118.2196278",4
"33.8019044, -118.0718232",4
"33.7944113, -118.1529638",4
"33.7594864, -118.1419292",4
"33.7593041, -118.1458001",4
"33.7862224, -118.180078",4
"33.81065090000001, -118.1019077",4
"33.8834125, -118.1810565",4
"33.8397387, -118.1817508",4
"33.8673322, -118.1810547",4
"33.8385989, -118.181333",4
"33.81169089999999, -118.1882763",4
"33.7670481, -118.1805827",4
"33.768057, -118.1805135",4
"33.8198723, -118.1080844",4
"33.7717101, -118.1567713",4
"33.8118133, -118.2076379",4
"33.7972911, -118.210872",4
"33.8496089, -118.1990316",4
"33.764581, -118.1920637",4
"33.8132025, -118.1960988",4
"33.7777559, -118.196349",4
"33.7717183, -118.164391",4
"33.8626595, -118.0928165",4
"33.8270319, -118.0956227",4
"33.8267291, -118.1425101",4
"33.826934, -118.194247",4
"33.7853157, -118.1923888",4
"33.7809445, -118.1565975",4
"33.7684747, -118.178389",4
"33.8328853, -118.1847999",4
"33.8844171, -118.1792695",4
"33.7862397, -118.1790182",4
"33.7617914, -118.1564302",4
"33.809528, -118.1137923",4
"33.7705053, -118.1924121",4
"33.8330709, -118.1710419",4
"33.7770208, -118.100791",4
"33.7767293, -118.1847872",4
"33.7765582, -118.1950674",4
"33.77668430000001, -118.1996903",4
"33.7789696, -118.1763596",4
"33.8454724, -118.1706158",4
"33.8425099, -118.196953",4
"33.8581177, -118.0905686",4
"33.8415053, -118.1246651",4
"33.7994321, -118.1398204",4
"33.8702803, -118.2032493",4
"33.867414, -118.2028381",4
"33.8103042, -118.0717707",4
"33.8028272, -118.0718132",4
"33.8398119, -118.1379273",4
"33.8728649, -118.0996396",4
"33.8379479, -118.134692",4
"33.8381264, -118.1246931",4
"33.8758428, -118.0635758",4
"33.770502, -118.198079",4
"33.8743382, -118.1893382",4
"33.7819079, -118.1815747",4
"33.7817574, -118.1815752",4
"33.8540927, -118.1977517",4
"33.8125076, -118.0769081",4
"33.8126778, -118.1148167",4
"33.8719806, -118.2019785",4
"33.8014999, -118.062975",4
"33.7597778, -118.1426191",4
"33.8799165, -118.2025639",4
"33.8181542, -118.1381891",4
"33.7753376, -118.1893119",4
"33.8263802, -118.100149",4
"33.7654354, -118.1755818",4
"33.7848701, -118.1481131",4
"33.7631896, -118.1340988",4
"33.80052939999999, -118.1750984",4
"33.7787273, -118.1751914",4
"33.8496378, -118.1935185",4
"33.7717256, -118.2023126",4
"33.8123467, -118.0999599",4
"33.81361589999999, -118.1783433",4
"33.8681482, -118.2031122",4
"33.7644885, -118.2018643",4
"33.7577207, -118.1378276",4
"33.8703458, -118.2020155",4
"33.8548773, -118.1971016",4
"33.7590991, -118.1447482",4
"33.764574, -118.1666584",4
"33.8618635, -118.057257",4
"33.8467092, -118.188089",4
"33.8291032, -118.1685014",4
"33.828944, -118.1864575",4
"33.7665806, -118.1826904",4
"33.8300116, -118.1189883",4
"33.8576481, -118.1734743",4
"33.7778773, -118.1741427",4
"33.7872816, -118.1058965",4
"33.8523872, -118.1958567",4
"33.8784962, -118.2039496",4
"33.8242389, -118.1453287",4
"33.8319816, -118.1860811",4
"33.7555646, -118.1088354",4
"33.8726025, -118.1597414",4
"33.784873, -118.1780148",4
"33.8622038, -118.1850549",4
"33.8577308, -118.192616",4
"33.87698, -118.0485686",4
"33.8559287, -118.1953991",4
"33.7991449, -118.1890617",4
"33.7989612, -118.2100175",4
"33.77439409999999, -118.1889838",4
"33.7724889, -118.1925207",4
"33.7912365, -118.14478",4
"33.8710457, -118.1679176",4
"33.8775178, -118.2025528",4
"33.8133442, -118.1075958",4
"33.8347526, -118.1680713",4
"33.8679631, -118.1512594",4
"33.8128365, -118.1149119",4
"33.7764243, -118.1094257",4
"33.8721048, -118.1761908",4
"33.7935361, -118.1077187",4
"33.7906433, -118.1097543",4
"33.7859683, -118.1521263",4
"33.8290981, -118.1984396",4
"33.8173553, -118.0955468",4
"33.7757365, -118.2291173",4
"33.7989163, -118.1113872",4
"33.8101109, -118.1096495",4
"33.8691615, -118.1801218",4
"33.820934, -118.0761226",4
"33.8030077, -118.0613704",4
"33.8642146, -118.1753997",4
"33.8154393, -118.2076944",4
"33.8679542, -118.1918478",4
"33.8674093, -118.159405",4
"33.7625562, -118.1548278",4
"33.7990963, -118.1717795",4
"33.7990705, -118.211974",4
"33.8288313, -118.1274317",4
"33.8282633, -118.104098",4
"33.7754566, -118.0628378",4
"33.8063558, -118.1945266",4
"33.8214301, -118.0711949",4
"33.8273136, -118.2252426",4
"33.8027473, -118.203246",4
"33.8690504, -118.2008503",4
"33.7639493, -118.1545998",4
"33.8685276, -118.1961768",4
"33.8673447, -118.1782853",4
"33.8656019, -118.1696421",4
"33.8030872, -118.1589193",4
"33.7639219, -118.1185333",4
"33.8292179, -118.1249597",4
"33.8316717, -118.1115208",4
"33.7692947, -118.1950698",4
"33.7680947, -118.1480931",4
"33.7907597, -118.1892485",4
"33.8657186, -118.1789931",4
"33.8656441, -118.1838335",4
"33.7795996, -118.0580864",4
"33.8361372, -118.133837",4
"33.8035217, -118.1125788",4
"33.8642218, -118.1735097",4
"33.8753891, -118.1967573",4
"33.7663284, -118.1861294",4
"33.86166, -118.0948791",4
"33.77412870000001, -118.1980393",4
"33.7857712, -118.1545825",4
"33.8639533, -118.1596527",4
"33.8089391, -118.1136063",4
"33.8136444, -118.1138627",4
"33.8644582, -118.1742997",4
"33.864224, -118.1725058",4
"33.8364255, -118.1896314",4
"33.7587898, -118.2012839",4
"33.7751917, -118.2029881",4
"33.7531936, -118.1084971",4
"33.7959606, -118.1116073",4
"33.8667443, -118.168974",4
"33.7755033, -118.1598939",4
"33.8290713, -118.1794718",4
"33.7657744, -118.155567",4
"33.8152958, -118.2111049",4
"33.8134818, -118.2024109",4
"33.8414353, -118.1896483",4
"33.766616, -118.20015",4
"33.8116071, -118.2002374",4
"33.771712, -118.1836856",4
"33.8092371, -118.133993",4
"33.8717171, -118.1599543",4
"33.80624299999999, -118.2132792",4
"33.7825236, -118.2216181",4
"33.81530780000001, -118.1162946",4
"33.81045400000001, -118.078276",4
"33.8662689, -118.1553909",4
"33.7753359, -118.157838",4
"33.8223715, -118.167124",4
"33.7608137, -118.1504683",4
"33.8202123, -118.211684",4
"33.8201726, -118.2074535",4
"33.8207609, -118.1126864",4
"33.8188796, -118.0991029",4
"33.8180548, -118.1846313",4
"33.8175041, -118.1917484",4
"33.8377177, -118.1760178",4
"33.78485879999999, -118.1993871",4
"33.7895441, -118.1997205",4
"33.7743012, -118.1761039",4
"33.7736, -118.1567699",4
"33.7620288, -118.189925",4
"33.782457, -118.195211",4
"33.8154407, -118.2032095",4
"33.7871425, -118.1924004",4
"33.8116666, -118.1719867",4
"33.8036284, -118.1714192",4
"33.8416957, -118.1733306",4
"33.8164281, -118.1191117",4
"33.8152888, -118.2122245",4
"33.8798669, -118.0678369",4
"33.8702794, -118.1547671",4
"33.7772315, -118.1407947",4
"33.8389967, -118.1817194",4
"33.8385363, -118.1674568",4
"33.7741384, -118.196367",4
"33.7789728, -118.1850322",4
"33.7774448, -118.1902484",4
"33.8607342, -118.1986291",4
"33.8593577, -118.1807901",4
"33.8624008, -118.1883192",4
"33.7753382, -118.1993811",4
"33.7741437, -118.1836872",4
"33.8565839, -118.1964057",4
"33.8267352, -118.1931817",4
"33.8250931, -118.1424774",4
"33.78817, -118.1760618",4
"33.872814, -118.1740871",4
"33.8679263, -118.1870265",4
"33.8384146, -118.1909998",4
"33.858031, -118.1575652",4
"33.8376783, -118.1690535",4
"33.7717231, -118.1535206",4
"33.8601073, -118.1800799",4
"33.8601489, -118.1753771",4
"33.858124, -118.1679453",4
"33.817056, -118.182826",4
"33.7739796, -118.1780015",4
"33.8857398, -118.0695469",4
"33.7990858, -118.2174036",4
"33.8653155, -118.049696",4
"33.8106229, -118.2166456",4
"33.8800749, -118.1847872",4
"33.8727175, -118.0525379",4
"33.8768235, -118.1695919",4
"33.8171124, -118.1948583",4
"33.817177, -118.1714195",4
"33.8615507, -118.1533483",4
"33.8560748, -118.1969617",4
"33.8204464, -118.1771581",4
"33.8321495, -118.1186143",4
"33.874891, -118.1678314",4
"33.8743959, -118.2078508",4
"33.8544966, -118.0796066",4
"33.793485, -118.1828538",4
"33.8707611, -118.1695313",4
"33.8103804, -118.0991245",4
"33.7869689, -118.2223611",4
"33.7989196, -118.1999226",4
"33.8414005, -118.1730711",4
"33.8524273, -118.1959944",4
"33.7846908, -118.1857238",4
"33.7582047, -118.1304136",4
"33.7501322, -118.12622",4
"33.8577855, -118.1615112",4
"33.7893774, -118.1227203",4
"33.8594251, -118.1847271",4
"33.8525821, -118.1791928",4
"33.8524469, -118.1898203",4
"33.7556574, -118.137864",4
"33.7782157, -118.134212",4
"33.852657, -118.1677117",4
"33.8797034, -118.1956637",4
"33.8517802, -118.19174",4
"33.77677070000001, -118.1860078",4
"33.7964286, -118.133043",4
"33.7865195, -118.139393",4
"33.8430645, -118.1281286",4
"33.8319372, -118.1763211",4
"33.8560546, -118.1652338",4
"33.8559474, -118.1938617",4
"33.87677, -118.0555541",4
"33.8745185, -118.1832501",4
"33.8757399, -118.1545558",4
"33.7971342, -118.1959057",4
"33.789815, -118.2155331",4
"33.7789749, -118.1937427",4
"33.8188647, -118.1254511",4
"33.859216, -118.188402",4
"33.7562284, -118.1013863",4
"33.7765537, -118.182423",4
"33.7898146, -118.2187324",4
"33.7935216, -118.2024286",4
"33.8782831, -118.1687783",4
"33.7553771, -118.1394758",4
"33.8641808, -118.1529994",4
"33.8440702, -118.2011076",4
"33.8743864, -118.1524712",4
"33.8188957, -118.1304351",4
"33.8770882, -118.198098",4
"33.7997598, -118.1263884",4
"33.8756191, -118.1697704",4
"33.7992932, -118.1794086",4
"33.798941, -118.1817676",4
"33.797269, -118.1923408",4
"33.8195, -118.1907888",4
"33.7852886, -118.1338904",4
"33.7717106, -118.1589447",4
"33.7702095, -118.1877494",4
"33.8662394, -118.166504",4
"33.7992675, -118.1934016",4
"33.7948393, -118.1510219",4
"33.8188965, -118.1312544",4
"33.7811946, -118.1352856",4
"33.7838011, -118.1867082",4
"33.8069421, -118.1309079",4
"33.7862377, -118.1976677",4
"33.7855431, -118.1006955",4
"33.8223547, -118.1938586",4
"33.7839738, -118.2157178",4
"33.8222385, -118.1137931",4
"33.7898609, -118.1524671",4
"33.7823124, -118.1652922",4
"33.8725074, -118.15561",4
"33.8747001, -118.1730196",4
"33.7899143, -118.2155406",4
"33.7955179, -118.2159752",4
"33.8040869, -118.1869123",4
"33.7809169, -118.186694",4
"33.8182831, -118.0761226",4
"33.8544092, -118.094258",4
"33.8027086, -118.2108996",3
"33.8027155, -118.2163576",3
"33.8025126, -118.2141196",3
"33.7918413, -118.1222557",3
"33.793946, -118.1516409",3
"33.7953038, -118.1871866",3
"33.7677762, -118.1858818",3
"33.7728375, -118.1532198",3
"33.8701148, -118.17085",3
"33.7823319, -118.1863192",3
"33.8763987, -118.1877434",3
"33.9017706, -118.1418387",3
"33.8486774, -118.0819496",3
"33.8027006, -118.218499",3
"33.7861899, -118.2189924",3
"33.8217441, -118.2189337",3
"33.7940334, -118.1589403",3
"33.7765758, -118.1850491",3
"33.8189288, -118.1815818",3
"33.8180556, -118.0752538",3
"33.8705998, -118.1869791",3
"33.7797389, -118.0434306",3
"33.7940127, -118.1372541",3
"33.774956, -118.135192",3
"33.87059929999999, -118.1869776",3
"33.7896626, -118.2023788",3
"33.8132056, -118.2015232",3
"33.7850898, -118.1621473",3
"33.7936307, -118.1805198",3
"33.8007589, -118.1676777",3
"33.7819738, -118.1673434",3
"33.774434, -118.1676803",3
"33.7713083, -118.1673772",3
"33.7955095, -118.1706793",3
"33.7731748, -118.2004221",3
"33.7753315, -118.1980403",3
"33.8195732, -118.0928593",3
"33.7753577, -118.172008",3
"33.8103949, -118.0977202",3
"33.7652149, -118.1623467",3
"33.8508415, -118.1812124",3
"33.8115178, -118.1817464",3
"33.8244186, -118.1717253",3
"33.8042159, -118.1675976",3
"33.7777913, -118.1813165",3
"33.7782872, -118.124086",3
"33.7781378, -118.1499968",3
"33.7781786, -118.1630323",3
"33.7690965, -118.1181948",3
"33.7605986, -118.1349224",3
"33.7702544, -118.1909739",3
"33.882509, -118.1816622",3
"33.8683051, -118.1674293",3
"33.81894620000001, -118.1730611",3
"33.7632067, -118.1517881",3
"33.8289945, -118.1915584",3
"33.8091253, -118.2100242",3
"33.7954867, -118.2003292",3
"33.8021709, -118.1563819",3
"33.7977009, -118.156559",3
"33.7777901, -118.1824252",3
"33.7781494, -118.1597733",3
"33.80272070000001, -118.1988879",3
"33.8080397, -118.1632741",3
"33.8217212, -118.2201521",3
"33.8098094, -118.2199275",3
"33.7824529, -118.135664",3
"33.8225829, -118.2202441",3
"33.793938, -118.220934",3
"33.8012089, -118.1889688",3
"33.8009155, -118.1858748",3
"33.7937733, -118.1291344",3
"33.8760062, -118.2056233",3
"33.7954899, -118.2033326",3
"33.7938988, -118.0962776",3
"33.7942436, -118.1123364",3
"33.7954329, -118.1890472",3
"33.7857175, -118.2021526",3
"33.8246382, -118.1041185",3
"33.7633747, -118.191334",3
"33.7635002, -118.1524347",3
"33.7645067, -118.1572161",3
"33.769608, -118.1890358",3
"33.7663417, -118.1660095",3
"33.794154, -118.1319368",3
"33.8694028, -118.1676974",3
"33.8188937, -118.1121138",3
"33.8188842, -118.1052085",3
"33.8191044, -118.1685068",3
"33.85343220000001, -118.1798748",3
"33.8662715, -118.153388",3
"33.7642908, -118.1522333",3
"33.8188858, -118.2119395",3
"33.819002, -118.1948868",3
"33.8028591, -118.0728776",3
"33.8174028, -118.2155384",3
"33.8032153, -118.19146",3
"33.8469198, -118.1810125",3
"33.8609423, -118.1684794",3
"33.7934603, -118.1019982",3
"33.7944799, -118.1233317",3
"33.8223873, -118.0740924",3
"33.865565, -118.1910481",3
"33.8451451, -118.1246725",3
"33.791759, -118.1518177",3
"33.7740445, -118.1805969",3
"33.8623771, -118.1909692",3
"33.7651134, -118.1614302",3
"33.7660039, -118.1826873",3
"33.8268999, -118.1705737",3
"33.7753619, -118.1824218",3
"33.7971304, -118.1892731",3
"33.7971359, -118.2078548",3
"33.8250987, -118.1199572",3
"33.8131895, -118.1910132",3
"33.778972, -118.1904605",3
"33.7825033, -118.1339765",3
"33.8487906, -118.1915275",3
"33.8475858, -118.1701562",3
"33.8106294, -118.1010609",3
"33.811813, -118.1956637",3
"33.7176438, -117.856859",3
"33.7644151, -118.1637925",3
"33.8007777, -118.204212",3
"33.7916767, -118.2017449",3
"33.8044358, -118.2024047",3
"33.7996408, -118.1607626",3
"33.8044599, -118.2132762",3
"33.8479381, -118.1911441",3
"33.800546, -118.185067",3
"33.8733143, -118.0463936",3
"33.7772077, -118.1644071",3
"33.7767396, -118.1922396",3
"33.818752, -118.1337342",3
"33.8221991, -118.1337177",3
"33.7636793, -118.1345305",3
"33.8152302, -118.1321033",3
"33.8361204, -118.1315775",3
"33.7769866, -118.2023183",3
"33.7765546, -118.1836903",3
"33.7971484, -118.1882457",3
"33.7971344, -118.2013397",3
"33.7666764, -118.1680061",3
"33.8565929, -118.1968671",3
"33.7955327, -118.1028335",3
"33.7877425, -118.1334323",3
"33.8430478, -118.1298835",3
"33.7962885, -118.1143024",3
"33.7588174, -118.0769508",3
"33.79715300000001, -118.203507",3
"33.7896434, -118.1606263",3
"33.8242204, -118.1849389",3
"33.8513456, -118.0833934",3
"33.7971304, -118.1693299",3
"33.7977196, -118.1579817",3
"33.7771817, -118.1513264",3
"33.8269268, -118.1753269",3
"33.8585479, -118.0770984",3
"33.7950719, -118.1652474",3
"33.8671493, -118.1664786",3
"33.76009, -118.1478074",3
"33.8549446, -118.0992731",3
"33.7998897, -118.1441104",3
"33.7980325, -118.1923454",3
"33.7978908, -118.2108759",3
"33.7821632, -118.1309876",3
"33.76788519999999, -118.130887",3
"33.7560831, -118.1401062",3
"33.8557602, -118.1915965",3
"33.8053117, -118.1897457",3
"33.8107849, -118.191319",3
"33.7672562, -118.1807456",3
"33.8033871, -118.1010947",3
"33.7577828, -118.0821719",3
"33.7461607, -118.1189419",3
"33.8762079, -118.1811311",3
"33.8566503, -118.0878275",3
"33.7917721, -118.1779548",3
"33.8246342, -118.1903718",3
"33.8498217, -118.1917094",3
"33.7632626, -118.1270197",3
"33.8434626, -118.1922045",3
"33.786933, -118.1386203",3
"33.8064735, -118.2194345",3
"33.8267019, -118.1893439",3
"33.80046859999999, -118.0683936",3
"33.6571503, -118.0014328",3
"33.7794251, -118.187322",3
"33.7803214, -118.1019349",3
"33.832105, -118.1805036",3
"33.8269239, -118.1729499",3
"33.8270155, -118.1328482",3
"33.8747869, -118.20715",3
