geopoint,count
"33.8648938, -118.0542072",1
"33.7977406, -118.1028233",1
"33.8239423, -118.2224862",1
"33.8556455, -118.1950526",1
"33.8419726, -118.1928304",1
"33.8706495, -118.1859584",1
"33.789716, -118.1510575",1
"33.8677091, -118.151651",1
"33.8330494, -118.2008267",1
"33.7661637, -118.1968197",1
"33.8326128, -118.1271262",1
"33.8324017, -118.1373692",1
"33.8708358, -118.1846158",1
"33.8708389, -118.184614",1
"33.8313362, -118.0915234",1
"33.8855051, -118.1709477",1
"33.861707, -118.0977455",1
"33.8611066, -118.1047046",1
"33.8143247, -118.0937365",1
"33.8477866, -118.1828104",1
"33.8220914, -118.0946808",1
"33.7936657, -118.1686221",1
"33.903215, -118.1670665",1
"33.8188947, -118.0870744",1
"33.8313374, -118.084908",1
"33.88938419999999, -117.8779753",1
"33.8308374, -118.0868551",1
"33.7519169, -118.1061614",1
"33.8530563, -118.2004156",1
"33.7915314, -118.1665571",1
"33.8591306, -118.1046917",1
"33.7910312, -118.1567538",1
"33.7911899, -118.1374576",1
"33.8614331, -118.1063842",1
"33.7442216, -117.9996304",1
"33.7909626, -118.104869",1
"33.8854286, -118.184772",1
"33.78127610000001, -118.1103304",1
"33.9486786, -118.2172113",1
"33.872465, -118.1685866",1
"33.8516922, -118.1080838",1
"33.7853806, -118.0710578",1
"33.8205868, -118.1060776",1
"33.8643073, -118.1510158",1
"33.7917391, -118.1553306",1
"33.7912007, -118.1159724",1
"33.8040804, -118.1689601",1
"33.8550018, -118.1695201",1
"33.775141, -118.1686541",1
"33.8579964, -118.0597403",1
"33.8571867, -118.0816364",1
"33.8123646, -118.0805803",1
"33.8493323, -118.0553075",1
"33.8494003, -118.0661044",1
"33.8164181, -118.0789264",1
"33.8116641, -118.0797164",1
"33.8115207, -117.9963833",1
"33.8116, -118.1830894",1
"33.851632, -118.0689388",1
"33.8552193, -118.0804347",1
"33.8552154, -118.0556146",1
"33.8560242, -118.0634964",1
"33.8556147, -118.0866164",1
"33.7767365, -118.1847783",1
"33.8555916, -118.0727835",1
"33.791251, -118.1763024",1
"34.0194558, -118.2423169",1
"33.7945322, -118.1098695",1
"33.7953029, -118.10987",1
"33.76872609999999, -118.1060234",1
"33.7815, -118.1118583",1
"33.7829724, -118.1073995",1
"33.8154427, -118.2021333",1
"33.8559708, -118.098117",1
"33.855049, -118.0996435",1
"33.7753534, -118.1876879",1
"33.794105, -118.094343",1
"33.8234927, -118.0783008",1
"33.8520072, -118.0897079",1
"33.8016829, -118.1826617",1
"33.8521797, -118.0751737",1
"33.8375539, -118.1831517",1
"33.8523005, -118.0896939",1
"33.8508753, -118.0854598",1
"33.7971302, -118.1828669",1
"33.8242242, -118.1826759",1
"33.85289, -118.0716145",1
"33.7916833, -118.1828685",1
"33.8532518, -118.079023",1
"33.8548844, -118.0722827",1
"33.8495516, -118.0800387",1
"33.8479562, -118.1883168",1
"33.855059, -118.0978717",1
"33.8516554, -118.1688578",1
"33.866037, -118.202244",1
"33.8557043, -118.0678454",1
"33.7753437, -118.1923978",1
"33.7823247, -118.1432631",1
"33.869404, -118.1596957",1
"33.7710476, -118.1857303",1
"33.7773034, -118.1543936",1
"33.8154815, -118.2087293",1
"33.7715853, -118.1060308",1
"33.8693129, -118.1544733",1
"33.8321783, -118.1976046",1
"33.8614721, -118.1988493",1
"33.834123, -118.1756466",1
"33.8332091, -118.186116",1
"33.799702, -118.1426099",1
"33.849345, -118.0727252",1
"33.7766548, -118.1095475",1
"33.8489743, -118.0646079",1
"33.7469939, -118.1035643",1
"33.8493064, -118.0760863",1
"33.7765916, -118.1892889",1
"33.7680209, -118.1912979",1
"33.783583, -118.190795",1
"33.7666788, -118.1680242",1
"33.8372696, -118.181611",1
"33.8181936, -118.2015411",1
"33.7392978, -118.0993985",1
"33.7990077, -118.2036251",1
"33.7953145, -118.2017492",1
"33.8524263, -118.1965203",1
"33.7763955, -118.3181131",1
"33.7759042, -118.0990772",1
"33.8065899, -118.1106448",1
"33.7616216, -118.1487665",1
"33.7765255, -118.0986953",1
"33.8617184, -118.1884385",1
"33.771721, -118.1813082",1
"33.8592154, -118.1919602",1
"33.816282, -118.0744384",1
"33.8359994, -118.1864537",1
"33.8679403, -118.1553992",1
"33.7576022, -118.1152435",1
"33.8670864, -118.1970349",1
"33.8715424, -118.2066577",1
"33.9619791, -118.153914",1
"33.7933803, -118.184395",1
"33.802937, -118.1103933",1
"33.8678021, -118.1469406",1
"33.8274743, -118.1112716",1
"33.7674281, -118.1134044",1
"33.8197974, -118.0710336",1
"33.8193123, -118.0710237",1
"33.7740623, -118.2018403",1
"33.8267125, -118.1912921",1
"33.8885898, -118.2260449",1
"33.8550788, -118.1996971",1
"33.777769, -118.1850596",1
"33.7765157, -118.1910696",1
"33.7765483, -118.182423",1
"33.9558427, -118.2344931",1
"33.88906830000001, -118.1445711",1
"33.864385, -118.2005761",1
"33.8729138, -118.1512938",1
"33.7808658, -118.2027904",1
"33.8179092, -118.0668664",1
"33.817565, -118.0718132",1
"33.7724806, -118.1904246",1
"33.8197872, -118.0710009",1
"33.7782972, -118.191093",1
"33.7782564, -118.1608626",1
"33.7459605, -118.1016203",1
"33.8436851, -118.182685",1
"33.8464627, -118.1915788",1
"33.7725055, -118.1110218",1
"33.8655986, -118.1553763",1
"33.8343203, -118.120776",1
"33.8023177, -118.144362",1
"33.7898139, -118.1440446",1
"33.8339436, -118.1618305",1
"33.8657956, -118.1514199",1
"33.769442, -118.1144759",1
"33.77499510000001, -118.18074",1
"33.8220236, -118.1813834",1
"33.8007476, -118.1910622",1
"33.7690774, -118.1908055",1
"33.7777682, -118.1999908",1
"33.8136734, -118.1125193",1
"33.7915736, -118.1134361",1
"33.8656954, -118.1780851",1
"33.7650788, -118.1168592",1
"33.7815468, -118.1118009",1
"33.7469155, -118.1212465",1
"33.78469949999999, -118.1434885",1
"33.7942708, -118.1433622",1
"33.7705437, -118.142476",1
"33.79444650000001, -118.1415588",1
"33.7775271, -118.2028836",1
"33.82837689999999, -118.1914377",1
"33.7627474, -118.2176653",1
"45.521885, -122.6959115",1
"33.9577769, -118.043624",1
"33.7774722, -118.2025416",1
"33.8048037, -118.1124824",1
"33.7745871, -118.1086556",1
"33.9658563, -118.2252207",1
"33.8638406, -118.1857673",1
"33.818711, -118.1813482",1
"33.7969635, -118.2037808",1
"33.7779872, -118.1271521",1
"33.9224235, -118.1123593",1
"33.7768819, -118.2027948",1
"33.7900902, -118.2038295",1
"33.757873, -118.1152762",1
"33.77793, -118.1921475",1
"33.7899713, -118.203108",1
"33.7607713, -118.1358931",1
"33.7673814, -118.1733643",1
"33.8656679, -118.19791",1
"33.836129, -118.1338521",1
"33.7586368, -118.1446723",1
"33.8145436, -118.0923753",1
"33.8154425, -118.2032036",1
"33.75274600000001, -118.0878061",1
"33.8297459, -118.0489311",1
"33.7780541, -118.1922557",1
"33.8757286, -118.0805664",1
"33.7874821, -118.1720062",1
"33.8116794, -118.1647464",1
"33.77293, -118.1936614",1
"33.8007457, -118.1850189",1
"33.83218290000001, -118.1814094",1
"33.8745174, -118.1821029",1
"33.7429783, -118.1120135",1
"33.7692457, -118.1824473",1
"33.774434, -118.1676649",1
"33.7729181, -118.1676668",1
"33.77776830000001, -118.1937426",1
"33.7960582, -118.136184",1
"33.8533301, -118.0754325",1
"33.76881729999999, -118.1749342",1
"33.7693643, -118.1908367",1
"33.8184086, -118.0642665",1
"33.8619096, -118.1810447",1
"33.8767441, -118.1565513",1
"33.8547913, -118.0636156",1
"33.7624012, -118.1394005",1
"33.7760085, -117.9702311",1
"33.8891637, -118.1359904",1
"33.7787034, -118.1662831",1
"33.765966, -118.167132",1
"33.77770040000001, -118.1080821",1
"33.8140785, -118.2208864",1
"33.8152956, -118.190336",1
"33.7662296, -118.1174616",1
"33.8655529, -118.176343",1
"33.8655528, -118.1763498",1
"33.8642175, -118.170568",1
"33.8635282, -118.190391",1
"33.8686534, -118.1530823",1
"33.8643288, -118.1278348",1
"33.87659, -118.0421583",1
"33.81754, -118.0631297",1
"33.7779515, -118.0920814",1
"33.7932242, -118.1179132",1
"33.825125, -118.1337095",1
"33.8396185, -118.0634512",1
"33.7579881, -118.1351248",1
"33.8958492, -118.2200712",1
"33.8080483, -118.1719946",1
"33.8047221, -118.1674581",1
"33.7471146, -118.1083077",1
"33.8042569, -118.1774159",1
"33.8391867, -118.2142168",1
"33.8237103, -118.2110416",1
"33.827126, -118.200602",1
"33.8769062, -118.1588779",1
"33.8185471, -118.103855",1
"33.8185451, -118.1038533",1
"33.8743524, -118.2080574",1
"33.803833, -118.1937814",1
"33.8267031, -118.1806772",1
"33.7741393, -118.1823914",1
"33.7762142, -118.1012542",1
"33.8459628, -118.0820813",1
"33.8493706, -118.1146946",1
"33.7481052, -118.1235571",1
"33.8643671, -118.1935982",1
"33.8638473, -118.1827963",1
"33.8367164, -118.1698873",1
"33.8378956, -118.1313634",1
"33.8379367, -118.1379833",1
"33.8802237, -118.1012409",1
"33.8115877, -118.2042493",1
"33.8079749, -118.204227",1
"33.8467661, -118.0663916",1
"33.7898679, -118.199501",1
"33.7969731, -118.1992527",1
"33.8061961, -118.1850808",1
"33.7953148, -118.177431",1
"33.7936823, -118.1575347",1
"33.7705094, -118.1993929",1
"33.8098051, -118.1992104",1
"33.77354160000001, -118.1393828",1
"33.7452566, -118.094139",1
"33.7735335, -118.1622421",1
"33.7452587, -118.0966125",1
"33.8261133, -117.923936",1
"33.7912544, -118.1773866",1
"33.7880442, -118.1622873",1
"33.7807723, -118.1578551",1
"33.7789724, -118.1589358",1
"33.7789676, -118.1567602",1
"33.87012929999999, -118.1686796",1
"33.7734676, -118.3992989",1
"33.8395321, -118.1145354",1
"33.8361211, -118.130533",1
"33.8360431, -118.1745012",1
"33.8361511, -118.1294873",1
"33.836754, -118.1690618",1
"33.77434119999999, -118.1733937",1
"33.7735299, -118.1469853",1
"33.7448392, -118.1052811",1
"33.7680784, -118.1524071",1
"33.8221398, -118.175227",1
"33.815284, -118.176324",1
"33.8134216, -118.1894089",1
"33.8430235, -118.1251796",1
"33.8430255, -118.1272275",1
"33.7935789, -118.2076444",1
"33.7815338, -118.1061779",1
"33.7779334, -118.1763637",1
"33.8035975, -118.0764656",1
"33.7755444, -118.1542793",1
"33.8147263, -118.1125082",1
"33.7673843, -118.1993724",1
"33.7429741, -118.2625642",1
"33.7888119, -118.1413843",1
"33.8324913, -118.1893419",1
"33.775336, -118.1285186",1
"33.827699, -118.1208717",1
"33.8712683, -118.201777",1
"33.7697171, -118.131635",1
"33.8249735, -118.1078657",1
"33.7694888, -118.1546044",1
"33.7729901, -118.1806251",1
"33.8024056, -118.1351329",1
"33.7960859, -118.1472292",1
"33.7932896, -118.1297808",1
"33.82444940000001, -118.1042812",1
"33.8395888, -118.1338134",1
"33.8317538, -118.1864484",1
"33.8324283, -118.1741892",1
"33.8324476, -118.1806832",1
"33.8717231, -118.1578757",1
"33.76550470000001, -118.1589547",1
"33.7933269, -118.21021",1
"33.7620461, -118.1408302",1
"33.85843450000001, -118.1772743",1
"33.8131456, -118.1292816",1
"33.7539004, -118.1329341",1
"33.7825993, -118.172007",1
"33.7643362, -118.2229813",1
"33.7644237, -118.1677231",1
"33.8365634, -118.1683351",1
"33.7898708, -118.1687286",1
"33.7940658, -118.1714962",1
"33.7566718, -118.139381",1
"33.8720753, -118.2020031",1
"33.8498216, -118.194891",1
"33.8152884, -118.1214885",1
"34.0540839, -117.934238",1
"33.7935052, -118.1545947",1
"33.8550851, -118.1968558",1
"33.7924289, -118.111695",1
"33.8166794, -118.1292533",1
"33.8189148, -118.1876995",1
"33.8187491, -118.1304332",1
"33.8693646, -118.168357",1
"33.8107874, -118.133767",1
"33.8034314, -118.1991736",1
"33.8475629, -118.1701541",1
"33.8360242, -118.1754111",1
"33.793956, -118.056689",1
"33.7738115, -118.2004289",1
"33.7725286, -118.2044366",1
"33.8543224, -118.1848751",1
"33.7743236, -118.1948556",1
"33.7742886, -118.1744017",1
"33.7723524, -118.192397",1
"33.8683214, -118.1646946",1
"33.8533271, -118.1883711",1
"33.7680875, -118.1578705",1
"33.7936548, -118.1663516",1
"33.837257, -118.190343",1
"33.8151253, -118.0726976",1
"33.7633392, -118.1547389",1
"33.7994184, -118.0564752",1
"33.8379271, -118.1368862",1
"33.7662447, -118.1416658",1
"33.7662727, -118.1923782",1
"33.87749890000001, -118.2027637",1
"33.7450435, -118.1069388",1
"33.7537261, -118.118098",1
"33.7921608, -118.0944412",1
"33.8552196, -118.1734553",1
"33.8312719, -118.1849498",1
"33.768029, -118.1247141",1
"33.7880528, -118.1976607",1
"33.8282151, -118.1034894",1
"33.7906551, -118.2965084",1
"33.8768244, -118.2071681",1
"33.826698, -118.17413",1
"33.8801658, -118.1599746",1
"33.8390904, -118.175641",1
"33.8134637, -118.2024109",1
"33.7977146, -118.1027741",1
"33.799454, -118.0645302",1
"33.8534322, -118.1798748",1
"33.7801494, -118.217724",1
"33.7989353, -118.2187202",1
"33.8627139, -118.1808751",1
"33.8126756, -118.1160854",1
"33.7630059, -118.1217087",1
"33.8757457, -118.1861901",1
"33.8379781, -118.1422423",1
"33.8562442, -118.1859624",1
"33.8746424, -118.1839149",1
"33.8773003, -118.1801805",1
"33.7848768, -118.1800871",1
"33.8775814, -118.1933776",1
"33.777936, -118.0720586",1
"33.8005366, -118.2187892",1
"33.7811955, -118.0474803",1
"33.7997152, -118.1051106",1
"33.81753810000001, -118.0661699",1
"33.7753454, -118.1633129",1
"33.7704215, -118.1647659",1
"33.8031396, -118.1052969",1
"33.7971242, -118.1715606",1
"33.7692073, -118.2009594",1
"33.8189115, -118.1848254",1
"33.8472641, -118.0762521",1
"33.7952973, -118.1894726",1
"33.796138, -118.1196442",1
"33.8035331, -118.1166798",1
"33.754748, -118.1193746",1
"33.8119016, -118.1170624",1
"33.86766250000001, -118.1545764",1
"33.8763048, -118.1544772",1
"33.8549222, -118.1983646",1
"33.7784493, -118.0301024",1
"33.8619514, -118.1763276",1
"33.8615301, -118.182821",1
"33.8471935, -118.089695",1
"33.7936392, -118.1951226",1
"33.8511525, -118.1898151",1
"33.8484686, -118.0907533",1
"33.8152914, -118.1980944",1
"33.7950264, -118.1980867",1
"33.7726245, -118.1545915",1
"33.7953216, -118.1980855",1
"33.7868708, -118.1981009",1
"33.8137387, -118.1139554",1
"33.8708071, -118.1677172",1
"33.7860735, -118.166506",1
"33.7485581, -118.1227808",1
"33.7965472, -118.1645582",1
"33.811283, -118.189545",1
"33.8543931, -118.1673322",1
"33.8813013, -118.2049127",1
"33.8472725, -118.072682",1
"33.8109739, -118.1657501",1
"33.8468069, -118.0948231",1
"33.81738500000001, -118.197579",1
"33.86487020000001, -118.1543479",1
"33.8379279, -118.1270263",1
"33.7747653, -118.0612514",1
"33.75625369999999, -118.1172394",1
"33.8628481, -118.1734973",1
"33.8605033, -118.1290048",1
"33.8618556, -118.1914112",1
"33.8631498, -118.1407862",1
"33.8376358, -118.1699681",1
"33.8384777, -118.1598711",1
"33.8601285, -118.1734841",1
"33.8095724, -118.1179738",1
"33.8214302, -118.0712092",1
"33.8568384, -118.1734729",1
"33.8807069, -118.0378034",1
"33.8114851, -118.2199581",1
"33.75608649999999, -118.1379345",1
"33.7698966, -118.1328717",1
"33.7954382, -118.1814775",1
"33.7495482, -118.1113683",1
"33.8430746, -118.1424261",1
"33.8288539, -118.1328566",1
"33.83959, -118.1327417",1
"33.8470519, -118.1251599",1
"33.847283, -118.176815",1
"33.7852304, -118.2199047",1
"33.794037, -118.1168863",1
"33.8189167, -118.181763",1
"33.8853464, -118.1818563",1
"33.8517366, -118.1956021",1
"33.8823802, -118.0553686",1
"33.803618, -118.176269",1
"33.7494611, -118.1256832",1
"33.8200227, -118.1188201",1
"33.8042143, -118.1190657",1
"33.8601558, -118.1687844",1
"33.7630909, -118.1221054",1
"33.8604517, -118.1957369",1
"33.7563677, -118.1206139",1
"33.8595846, -118.1936073",1
"33.83278, -118.176248",1
"33.8772869, -118.1828195",1
"33.7826068, -118.1828648",1
"33.7942184, -118.1075788",1
"33.7996279, -118.1198632",1
"33.796559, -118.1078305",1
"33.831875, -118.107885",1
"33.8586396, -118.0462678",1
"33.858433, -118.100614",1
"33.7376878, -118.0984424",1
"33.8044835, -118.1657703",1
"33.7826023, -118.156768",1
"33.8724977, -118.1578833",1
"33.8043191, -118.2013239",1
"33.8007624, -118.201335",1
"33.843169, -118.2002157",1
"33.7669544, -118.192382",1
"33.8809844, -118.2277186",1
"33.7844228, -118.1665708",1
"33.7971547, -118.2040621",1
"33.8555132, -118.206059",1
"33.7814213, -118.1894972",1
"33.7761208, -118.2286137",1
"33.7857587, -118.1524269",1
"33.7526356, -118.1903235",1
"33.79546, -118.1902692",1
"33.8791647, -118.3157898",1
"33.8159765, -118.1214407",1
"33.8171055, -118.2100303",1
"33.7770509, -118.0522046",1
"33.8421535, -118.1870575",1
"33.7733917, -118.1129532",1
"33.83837949999999, -118.1893572",1
"33.7619317, -118.1394004",1
"33.7712115, -118.1388536",1
"33.7951662, -118.1402101",1
"33.4483771, -112.0740373",1
"33.8121099, -118.1078621",1
"33.7940813, -118.1185617",1
"33.8025699, -118.1980889",1
"33.7989497, -118.2121334",1
"33.7953096, -118.2100326",1
"33.7934966, -118.2121798",1
"33.7792911, -118.1937422",1
"33.8235016, -118.2177693",1
"33.7826889, -118.2176694",1
"33.8717358, -118.1679109",1
"33.8171064, -118.2155372",1
"33.7888731, -118.203168",1
"33.8405909, -118.177852",1
"33.7916687, -118.1663709",1
"33.8306242, -118.0792854",1
"33.7540254, -118.1070297",1
"33.82489, -118.0935906",1
"33.7803511, -118.0719226",1
"33.7938636, -118.221011",1
"33.8104672, -118.1175697",1
"33.8251719, -118.0332786",1
"33.8209369, -118.1207484",1
"33.798823, -118.1211144",1
"33.8249862, -118.1190766",1
"33.8068659, -118.1189025",1
"33.7573458, -118.1205019",1
"33.7997094, -118.1230972",1
"33.7751377, -118.1228667",1
"33.8104742, -118.1251889",1
"33.860102, -118.1705607",1
"33.7943321, -118.1301781",1
"33.8152888, -118.2122037",1
"33.8098398, -118.207845",1
"33.8080239, -118.2111078",1
"33.8594351, -118.1731191",1
"33.8294725, -118.1190461",1
"33.8200611, -118.214347",1
"33.7599989, -118.1478384",1
"33.8677975, -118.1901341",1
"33.840489, -118.1748432",1
"33.7862954, -118.1413327",1
"33.8404862, -118.1748242",1
"33.8288097, -118.0797401",1
"33.7925885, -118.2138263",1
"33.7864573, -118.2104927",1
"33.8007565, -118.2034915",1
"33.8703615, -118.2063177",1
"33.7793054, -118.2077391",1
"33.7826363, -118.2104887",1
"33.8024217, -118.0718107",1
"33.85633, -118.1981549",1
"33.8006758, -118.1239793",1
"33.7791296, -118.1252289",1
"33.8578259, -118.1598392",1
"33.8581264, -118.1820057",1
"33.8587169, -118.1832478",1
"33.782351, -118.1511141",1
"33.7857735, -118.1513182",1
"33.821078, -118.1301318",1
"33.8152877, -118.2013276",1
"33.8243748, -118.2200379",1
"33.8761511, -118.1556454",1
"33.7637241, -118.1945996",1
"33.7924428, -118.145965",1
"33.7969128, -118.1656675",1
"33.7982999, -118.1220611",1
"33.8747632, -118.1589172",1
"33.7890063, -118.1734938",1
"33.77267620000001, -118.1382925",1
"33.8166835, -118.1204654",1
"33.8582591, -118.1837749",1
"33.8559863, -118.1883993",1
"33.799926, -118.1244773",1
"33.7817547, -118.2329137",1
"33.8043122, -118.1980653",1
"33.8043313, -118.2187239",1
"33.8642274, -118.1686515",1
"33.7650834, -118.1653223",1
"33.8187387, -118.2010628",1
"33.772901, -118.200611",1
"33.8587458, -118.1636036",1
"33.874821, -118.1872093",1
"33.7862334, -118.1612042",1
"33.7708086, -118.1655257",1
"33.8883485, -118.0542975",1
"33.8918742, -118.180568",1
"33.7864227, -118.192698",1
"33.7962795, -118.148042",1
"33.8404667, -118.1708936",1
"33.797291, -118.1967604",1
"33.7864576, -118.1770444",1
"33.7864659, -118.1651318",1
"33.98865809999999, -117.9879719",1
"33.8961029, -118.1753337",1
"33.7920132, -118.1397056",1
"33.803196, -118.1145217",1
"33.7790924, -118.0427236",1
"33.8395908, -118.1360806",1
"33.795982, -118.1056426",1
"33.8229439, -118.124954",1
"33.7931244, -118.1251061",1
"33.8560503, -118.1734946",1
"33.839949, -118.1400501",1
"33.7811113, -118.1856282",1
"33.85433039999999, -118.1883926",1
"33.8040287, -118.1284792",1
"33.7871432, -118.1827692",1
"33.7960893, -118.1350261",1
"33.85406030000001, -118.1924656",1
"33.8612862, -118.1928423",1
"33.8640889, -118.1911934",1
"33.7831606, -118.1806908",1
"33.7857711, -118.1892697",1
"33.7853122, -118.191087",1
"33.7386253, -118.0987038",1
"33.8803698, -118.0626462",1
"33.9076803, -117.9714174",1
"33.8719189, -118.1730189",1
"33.7871649, -118.1545974",1
"33.797769, -118.162192",1
"33.7871528, -118.1867091",1
"33.7871991, -118.1706982",1
"33.8035349, -118.1711514",1
"33.85694280000001, -118.1728259",1
"33.8498637, -118.1730379",1
"33.7971215, -118.180674",1
"33.8000364, -118.1155708",1
"33.78703890000001, -118.1719967",1
"33.8524151, -118.1732924",1
"33.8669102, -118.1801218",1
"33.8248904, -118.0732831",1
"33.8807452, -118.0717097",1
"33.8259547, -118.080138",1
"33.7925891, -118.2138401",1
"33.797132, -118.1948201",1
"33.7969118, -118.1410771",1
"33.7870859, -118.2146556",1
"33.7958223, -118.1202455",1
"33.785803, -118.0954751",1
"33.7971289, -118.1785169",1
"33.7973194, -118.2021526",1
"33.773715, -118.165388",1
"33.8860421, -118.1216173",1
"33.8841715, -118.0487478",1
"33.8836846, -118.0713418",1
"33.8872519, -118.1192755",1
"33.7971256, -118.1798011",1
"33.7868569, -118.1278952",1
"33.7679588, -118.1274263",1
"33.84168349999999, -118.1275366",1
"33.839536, -118.1284003",1
"33.8545161, -118.1564224",1
"33.8143008, -118.1273088",1
"33.8136163, -118.1272967",1
"33.8303153, -118.1274299",1
"33.793857, -118.1388963",1
"33.7662219, -118.1371517",1
"33.7768373, -118.0455787",1
"33.7989606, -118.1916082",1
"33.8794078, -118.0956339",1
"33.8797404, -118.0713896",1
"33.8698291, -118.1655918",1
"33.7990948, -118.218469",1
"33.797703, -118.1794397",1
"33.8288115, -118.2161342",1
"33.8284986, -118.0761078",1
"33.7706803, -118.1710318",1
"33.8278338, -118.2723684",1
"33.8832494, -118.0718969",1
"33.7735418, -118.1709857",1
"33.7717223, -118.1709506",1
"33.7938466, -118.1708346",1
"33.8742916, -118.1653704",1
"33.7746737, -118.1643388",1
"33.7880267, -118.1709111",1
"33.7692309, -118.1640643",1
"33.886399, -118.0998135",1
"33.8782575, -118.098118",1
"33.7881459, -118.2222295",1
"33.8041915, -118.2157423",1
"33.7925862, -118.2153928",1
"33.7583302, -118.0898919",1
"33.87710870000001, -118.0955838",1
"33.8779882, -118.0975449",1
"33.695061, -117.7131484",1
"33.8786894, -118.0339454",1
"33.8799822, -118.1992281",1
"33.7738109, -118.0876917",1
"33.799187, -118.1261433",1
"33.7991814, -118.1218351",1
"33.788197, -118.1563819",1
"33.7807891, -118.1751056",1
"33.7981179, -118.1038328",1
"33.7992347, -118.1266004",1
"33.8727593, -118.0913727",1
"33.8741306, -118.0685937",1
"33.7989339, -118.1969775",1
"33.8740853, -118.0693558",1
"33.8503161, -118.1908886",1
"33.8685248, -118.1645406",1
"33.7904524, -118.1423282",1
"33.8116621, -118.1711358",1
"33.8501486, -118.1722004",1
"33.7675781, -118.171336",1
"33.8541515, -118.1659067",1
"33.8115051, -118.2159222",1
"33.7990927, -118.2195672",1
"33.770112, -118.1708675",1
"33.7938466, -118.1708343",1
"33.755569, -117.9007384",1
"33.8695621, -118.1512703",1
"33.8007831, -118.2042361",1
"33.8695061, -118.0500848",1
"33.8709615, -118.1068776",1
"33.870954, -118.1467466",1
"33.8703732, -118.054611",1
"33.8695847, -118.0606014",1
"33.8009312, -118.1283542",1
"33.7465183, -118.3124733",1
"33.7998672, -118.145026",1
"33.7980692, -118.1296104",1
"33.7882444, -118.1586962",1
"33.7588905, -118.0793508",1
"33.798956, -118.1828628",1
"33.8731768, -118.0444349",1
"33.8730438, -118.0369433",1
"33.8764543, -118.0421567",1
"33.876177, -118.0555452",1
"33.8258954, -118.1274256",1
"33.8430255, -118.1272187",1
"33.7712353, -118.2018374",1
"33.8648578, -118.1912032",1
"33.7658876, -118.1232174",1
"33.81766650000001, -118.196484",1
"33.7494561, -118.1075815",1
"33.8162446, -118.0986767",1
"33.8138371, -118.1255089",1
"33.8470749, -118.1277724",1
"33.8546916, -118.1668488",1
"33.8778902, -118.201193",1
"33.8758477, -118.0383648",1
"33.8682754, -118.0923127",1
"33.870344, -118.045948",1
"33.8718778, -118.1113701",1
"33.7893973, -118.1704366",1
"33.7991935, -118.1571473",1
"33.8710868, -118.0675212",1
"33.8698887, -118.092125",1
"33.8708869, -118.0938641",1
"33.8010103, -118.2184737",1
"33.82214039999999, -118.1697963",1
"33.8010119, -118.2184786",1
"33.784417, -118.1698192",1
"33.790617, -118.1792262",1
"33.8007796, -118.210023",1
"33.8749582, -118.0655827",1
"33.8224865, -118.2226607",1
"33.799483, -118.1168169",1
"33.8736967, -118.1623696",1
"33.7591187, -118.0877198",1
"33.7615706, -118.1386687",1
"33.7896223, -118.1868111",1
"33.7770401, -118.0499636",1
"33.8414916, -118.1411375",1
"33.8273647, -118.1294681",1
"33.8689046, -118.0636773",1
"33.8009193, -118.1923339",1
"33.7891987, -118.0950103",1
"33.80094589999999, -118.1252137",1
"33.7899013, -118.1910939",1
"33.7889028, -118.0995456",1
"33.7733161, -118.1631795",1
"33.8308304, -118.1630985",1
"33.8011224, -118.1716601",1
"33.8658241, -118.0590023",1
"33.8006332, -118.1301169",1
"33.8850975, -118.3683615",1
"33.8010624, -118.12114",1
"33.7998391, -118.1002806",1
"33.8014148, -118.1574216",1
"33.7896851, -118.2031467",1
"33.8023218, -118.144362",1
"33.804772, -118.2167748",1
"33.8114334, -118.2166229",1
"33.764075, -118.1846849",1
"33.8799719, -118.1984052",1
"33.770508, -118.1944704",1
"33.8700313, -118.033805",1
"33.8526512, -118.1947497",1
"33.8009034, -118.191425",1
"33.8287015, -118.2257326",1
"33.7645289, -118.1628121",1
"33.7987464, -118.1620268",1
"33.8618217, -118.0610146",1
"33.7881678, -118.1276124",1
"33.7616694, -118.0822374",1
"33.7593853, -118.1483698",1
"33.8020271, -118.2037554",1
"33.8012083, -118.1978181",1
"33.7899023, -118.097372",1
"33.8672084, -118.0390173",1
"33.8665587, -118.0912298",1
"33.8673456, -118.0637038",1
"33.7901595, -118.191383",1
"33.8698468, -118.067742",1
"33.8027198, -118.1934016",1
"33.8015727, -118.1051867",1
"33.8597605, -118.0610105",1
"33.85971, -118.1037272",1
"33.8599146, -118.0821176",1
"33.8015152, -118.1016887",1
"33.8021039, -118.1425884",1
"33.8086979, -118.2166005",1
"33.7896843, -118.2031539",1
"33.7898663, -118.1937404",1
"33.7680972, -118.1629673",1
"33.803731, -118.1695454",1
"33.6932268, -117.9447167",1
"33.8623658, -118.0453899",1
"33.7771653, -118.1622398",1
"33.861532, -118.0462005",1
"33.8620678, -118.0632468",1
"33.8643986, -118.0479474",1
"33.8648335, -118.0423775",1
"33.8657319, -118.0573296",1
"33.8041691, -118.2173296",1
"33.8524522, -118.1883655",1
"33.8138482, -118.1292389",1
"33.7915078, -118.1526566",1
"33.78078, -118.153498",1
"33.8170988, -118.2010559",1
"33.7813172, -118.1286396",1
"33.7927427, -118.130032",1
"33.8430398, -118.1301162",1
"33.7901269, -118.1889145",1
"33.8419426, -118.2196405",1
"33.8595517, -118.0525705",1
"33.8025575, -118.1892661",1
